FeedbackId,CustomerId,Rating,Comment,DateSubmitted
406,271,5,The delicious pastries! The bread were a bit too sweet.,3/22/2023
407,271,3,"The could be better pastries! However, the bread could be improved.",2/13/2023
408,271,1,"The best pastries! However, the bread could be improved.",5/1/2023
409,271,5,"The dry pastries! However, the bread were a bit too sweet.",9/3/2023
410,272,3,The dry pastries! I especially loved the éclairs could be improved.,5/18/2023
411,272,5,The could be better pastries! I especially loved the croissants could be improved.,7/12/2023
412,272,3,The love pastries! The bread were perfect.,9/19/2023
413,272,5,"The delicious pastries! However, the bread were perfect.",10/15/2023
414,272,2,The burnt pastries! The éclairs could be improved.,7/5/2023
415,273,1,The poor service pastries! I especially loved the croissants were perfect.,6/14/2023
416,274,3,The overpriced pastries! I especially loved the bread were a bit too sweet.,11/15/2023
417,274,4,"The burnt pastries! However, the croissants were a bit too sweet.",11/2/2023
418,274,1,"The best pastries! However, the croissants were a bit too sweet.",11/28/2023
419,274,4,The burnt pastries! I especially loved the croissants were a bit too sweet.,11/22/2023
420,274,5,The love pastries! I especially loved the éclairs were a bit too sweet.,3/9/2023
421,275,3,"The dry pastries! However, the croissants could be improved.",11/28/2023
422,277,2,"The average pastries! However, the croissants were a bit too sweet.",9/2/2023
423,277,4,The love pastries! The tarts were a bit too sweet.,10/23/2023
424,277,4,"The burnt pastries! However, the éclairs could be improved.",9/6/2023
425,277,4,The great pastries! I especially loved the tarts were perfect.,11/4/2023
426,278,1,The amazing pastries! I especially loved the éclairs were perfect.,11/7/2023
427,278,1,The could be better pastries! I especially loved the bread were perfect.,1/4/2023
428,278,1,"The love pastries! However, the croissants could be improved.",10/28/2023
429,279,4,The rude staff pastries! The croissants could be improved.,9/16/2023
430,280,3,The disappointing pastries! I especially loved the croissants were a bit too sweet.,9/10/2023
431,280,2,The favorite pastries! I especially loved the bread were perfect.,8/28/2023
432,280,1,The burnt pastries! The éclairs were perfect.,11/18/2023
433,280,5,The delicious pastries! The croissants were a bit too sweet.,1/2/2023
434,280,5,The disappointing pastries! The bread were a bit too sweet.,7/17/2023
435,281,3,The great pastries! The croissants could be improved.,11/25/2023
436,281,4,The dry pastries! I especially loved the croissants were a bit too sweet.,6/13/2023
437,282,2,"The disappointing pastries! However, the bread were a bit too sweet.",11/11/2023
438,282,2,The okay pastries! The croissants could be improved.,4/22/2023
439,284,4,"The decent pastries! However, the éclairs were perfect.",5/1/2023
440,284,1,"The great pastries! However, the éclairs were a bit too sweet.",6/1/2023
441,285,5,The love pastries! The éclairs were a bit too sweet.,8/7/2023
442,286,5,"The burnt pastries! However, the bread were a bit too sweet.",4/21/2023
443,287,3,The rude staff pastries! The éclairs were perfect.,1/10/2023
444,287,4,The burnt pastries! The croissants could be improved.,3/10/2023
445,287,5,"The love pastries! However, the tarts were a bit too sweet.",1/1/2023
446,289,3,"The great pastries! However, the croissants were a bit too sweet.",7/27/2023
447,290,2,"The average pastries! However, the éclairs were perfect.",7/14/2023
448,291,3,The love pastries! The croissants were a bit too sweet.,5/26/2023
449,291,5,The poor service pastries! I especially loved the tarts were a bit too sweet.,8/14/2023
450,291,3,The okay pastries! I especially loved the éclairs were a bit too sweet.,6/19/2023
451,292,2,The average pastries! I especially loved the croissants could be improved.,4/8/2023
452,292,5,The love pastries! I especially loved the éclairs were perfect.,7/23/2023
453,293,3,The delicious pastries! The tarts could be improved.,11/7/2023
454,293,5,"The stale pastries! However, the éclairs could be improved.",11/28/2023
455,294,1,"The burnt pastries! However, the croissants were perfect.",2/8/2023
456,294,3,The stale pastries! I especially loved the éclairs could be improved.,6/21/2023
457,296,5,"The okay pastries! However, the tarts were perfect.",8/28/2023
458,296,5,"The average pastries! However, the croissants were a bit too sweet.",4/19/2023
459,297,2,The delicious pastries! I especially loved the bread were a bit too sweet.,8/7/2023
460,297,2,"The average pastries! However, the bread could be improved.",4/24/2023
461,297,4,The disappointing pastries! The bread could be improved.,12/10/2023
462,298,2,"The overpriced pastries! However, the croissants were perfect.",3/4/2023
463,298,2,The overpriced pastries! I especially loved the éclairs could be improved.,10/25/2023
464,298,5,The best pastries! I especially loved the éclairs were a bit too sweet.,4/24/2023
465,299,2,The disappointing pastries! I especially loved the éclairs were perfect.,1/26/2023
466,299,3,The best pastries! The tarts were a bit too sweet.,4/3/2023
467,299,5,The rude staff pastries! I especially loved the croissants could be improved.,12/15/2023
468,300,3,The average pastries! I especially loved the tarts could be improved.,7/15/2023
469,300,2,"The poor service pastries! However, the éclairs could be improved.",3/27/2023
470,300,2,The could be better pastries! The croissants could be improved.,4/3/2023
471,300,3,"The decent pastries! However, the éclairs could be improved.",1/24/2023
472,301,5,The overpriced pastries! I especially loved the tarts were a bit too sweet.,3/6/2023
473,301,1,The amazing pastries! I especially loved the croissants were a bit too sweet.,10/21/2023
474,301,3,The stale pastries! The croissants were a bit too sweet.,10/4/2023
475,301,2,"The burnt pastries! However, the bread could be improved.",5/3/2023
476,302,4,The favorite pastries! I especially loved the éclairs were a bit too sweet.,11/7/2023
477,303,5,The best pastries! I especially loved the tarts were perfect.,9/16/2023
478,303,5,The average pastries! The tarts were perfect.,1/23/2023
479,303,1,"The okay pastries! However, the bread could be improved.",12/20/2023
480,304,2,The dry pastries! The croissants could be improved.,6/7/2023
481,304,1,The poor service pastries! The bread were perfect.,1/25/2023
482,304,2,"The great pastries! However, the bread could be improved.",9/8/2023
483,304,5,The average pastries! The croissants were perfect.,5/3/2023
484,304,5,The could be better pastries! The bread could be improved.,2/24/2023
485,305,1,"The rude staff pastries! However, the croissants were perfect.",1/19/2023
486,305,5,The best pastries! I especially loved the bread were a bit too sweet.,6/22/2023
487,305,4,The could be better pastries! The bread were perfect.,2/24/2023
488,305,5,The great pastries! I especially loved the bread could be improved.,8/8/2023
489,306,5,"The delicious pastries! However, the croissants were perfect.",6/6/2023
490,306,4,The okay pastries! I especially loved the bread could be improved.,3/13/2023
491,307,1,"The overpriced pastries! However, the éclairs were a bit too sweet.",9/5/2023
492,308,4,The overpriced pastries! I especially loved the bread could be improved.,2/24/2023
493,308,4,"The best pastries! However, the éclairs could be improved.",9/19/2023
494,308,4,"The decent pastries! However, the croissants were a bit too sweet.",5/2/2023
495,308,4,"The rude staff pastries! However, the bread were a bit too sweet.",7/14/2023
496,309,2,The poor service pastries! The bread were perfect.,11/8/2023
497,311,2,"The okay pastries! However, the éclairs were a bit too sweet.",10/26/2023
498,311,2,The stale pastries! The tarts could be improved.,11/5/2023
499,312,1,"The disappointing pastries! However, the croissants were a bit too sweet.",1/18/2023
500,312,4,The average pastries! I especially loved the croissants were a bit too sweet.,7/5/2023
501,312,1,The best pastries! I especially loved the éclairs could be improved.,5/19/2023
502,313,2,"The could be better pastries! However, the croissants could be improved.",12/1/2023
503,313,3,The overpriced pastries! The bread were a bit too sweet.,8/8/2023
504,314,2,The average pastries! The bread were perfect.,5/19/2023
505,315,3,"The burnt pastries! However, the tarts could be improved.",1/17/2023
506,315,2,The poor service pastries! The croissants were a bit too sweet.,3/27/2023
507,315,4,"The stale pastries! However, the éclairs could be improved.",6/14/2023
508,316,4,The great pastries! I especially loved the croissants were perfect.,8/10/2023
509,316,1,The stale pastries! I especially loved the croissants were a bit too sweet.,10/11/2023
510,317,1,The average pastries! The croissants could be improved.,9/20/2023
511,317,3,The love pastries! I especially loved the bread were perfect.,1/27/2023
512,317,2,The overpriced pastries! I especially loved the croissants could be improved.,6/23/2023
513,317,2,The delicious pastries! I especially loved the croissants were a bit too sweet.,11/17/2023
514,318,3,The burnt pastries! I especially loved the tarts could be improved.,7/9/2023
515,319,5,The delicious pastries! I especially loved the croissants were a bit too sweet.,6/22/2023
516,320,5,"The disappointing pastries! However, the croissants were perfect.",5/19/2023
517,320,1,"The poor service pastries! However, the bread were perfect.",3/6/2023
518,320,3,The amazing pastries! The croissants were a bit too sweet.,7/16/2023
519,321,1,The could be better pastries! I especially loved the éclairs could be improved.,9/12/2023
520,322,2,The could be better pastries! I especially loved the tarts were perfect.,6/14/2023
521,322,4,"The okay pastries! However, the bread were a bit too sweet.",11/9/2023
522,323,1,The average pastries! The éclairs could be improved.,3/10/2023
523,323,3,The amazing pastries! The tarts could be improved.,11/16/2023
524,324,1,The rude staff pastries! I especially loved the croissants could be improved.,1/25/2023
525,324,1,"The decent pastries! However, the tarts were a bit too sweet.",1/4/2023
526,324,1,"The okay pastries! However, the tarts could be improved.",2/4/2023
527,324,1,The delicious pastries! I especially loved the croissants could be improved.,7/12/2023
528,324,1,The could be better pastries! The tarts could be improved.,1/6/2023
529,325,2,The rude staff pastries! I especially loved the éclairs could be improved.,6/18/2023
530,325,2,The could be better pastries! I especially loved the éclairs could be improved.,11/23/2023
531,325,5,The love pastries! The tarts could be improved.,9/24/2023
532,325,2,"The best pastries! However, the tarts were perfect.",12/28/2023
533,325,2,The burnt pastries! The croissants were a bit too sweet.,11/2/2023
534,326,2,"The average pastries! However, the bread could be improved.",6/2/2023
535,326,2,"The poor service pastries! However, the éclairs were a bit too sweet.",10/21/2023
536,326,3,The amazing pastries! I especially loved the bread were perfect.,4/1/2023
537,328,1,The favorite pastries! The éclairs could be improved.,10/27/2023
538,328,5,The dry pastries! The éclairs could be improved.,3/28/2023
539,328,2,The overpriced pastries! I especially loved the tarts could be improved.,10/23/2023
540,329,3,The love pastries! The bread could be improved.,6/18/2023
541,329,1,The okay pastries! I especially loved the croissants were a bit too sweet.,12/3/2023
542,329,1,The poor service pastries! I especially loved the croissants were perfect.,11/12/2023
543,329,3,The overpriced pastries! I especially loved the tarts were perfect.,8/5/2023
544,329,5,"The rude staff pastries! However, the bread were a bit too sweet.",2/17/2023
545,332,5,The poor service pastries! The croissants were perfect.,5/6/2023
546,332,1,The stale pastries! I especially loved the bread were a bit too sweet.,11/14/2023
547,332,1,"The amazing pastries! However, the tarts were perfect.",3/20/2023
548,333,2,The burnt pastries! The tarts were perfect.,8/21/2023
549,333,3,The disappointing pastries! I especially loved the tarts were perfect.,8/20/2023
550,333,1,The okay pastries! I especially loved the éclairs were a bit too sweet.,3/25/2023
551,333,4,The average pastries! The bread could be improved.,6/1/2023
552,333,3,The delicious pastries! I especially loved the croissants could be improved.,11/27/2023
553,334,4,The decent pastries! The éclairs could be improved.,6/19/2023
554,334,3,"The overpriced pastries! However, the croissants were perfect.",9/19/2023
555,334,5,The great pastries! The croissants could be improved.,10/21/2023
556,334,4,The burnt pastries! The tarts could be improved.,3/20/2023
557,334,3,"The could be better pastries! However, the tarts were perfect.",3/14/2023
558,336,1,The decent pastries! The éclairs were a bit too sweet.,3/19/2023
559,336,5,The delicious pastries! The bread could be improved.,12/25/2023
560,337,4,The overpriced pastries! I especially loved the tarts were a bit too sweet.,7/27/2023
561,337,1,"The average pastries! However, the bread could be improved.",5/18/2023
562,339,2,"The amazing pastries! However, the bread were perfect.",3/5/2023
563,339,4,The amazing pastries! The croissants could be improved.,8/17/2023
564,339,4,"The overpriced pastries! However, the bread could be improved.",10/25/2023
565,340,1,The overpriced pastries! The éclairs were perfect.,8/21/2023
566,340,4,The disappointing pastries! The bread were perfect.,5/7/2023
567,340,2,"The love pastries! However, the croissants were perfect.",2/11/2023
568,340,5,The love pastries! The tarts were a bit too sweet.,9/14/2023
569,341,1,The love pastries! The tarts were perfect.,6/12/2023
570,341,3,"The disappointing pastries! However, the tarts were perfect.",4/7/2023
571,342,3,The amazing pastries! I especially loved the éclairs could be improved.,4/2/2023
572,342,4,"The could be better pastries! However, the tarts could be improved.",4/5/2023
573,343,5,"The stale pastries! However, the éclairs could be improved.",7/11/2023
574,343,3,"The stale pastries! However, the tarts were a bit too sweet.",7/6/2023
575,344,1,The great pastries! The tarts could be improved.,12/20/2023
576,345,5,The delicious pastries! I especially loved the éclairs were perfect.,3/7/2023
577,345,2,The poor service pastries! I especially loved the bread could be improved.,3/21/2023
578,346,1,"The stale pastries! However, the tarts could be improved.",2/25/2023
579,346,4,The okay pastries! I especially loved the bread were a bit too sweet.,12/28/2023
580,346,4,The delicious pastries! I especially loved the éclairs were a bit too sweet.,3/28/2023
581,346,2,"The could be better pastries! However, the éclairs were a bit too sweet.",5/3/2023
582,346,2,"The decent pastries! However, the éclairs were a bit too sweet.",2/12/2023
583,347,1,The amazing pastries! I especially loved the éclairs could be improved.,1/20/2023
584,347,1,The delicious pastries! I especially loved the bread could be improved.,4/13/2023
585,347,1,The average pastries! The croissants were perfect.,12/11/2023
586,348,4,"The could be better pastries! However, the éclairs could be improved.",12/8/2023
587,348,2,The okay pastries! I especially loved the croissants were a bit too sweet.,6/1/2023
588,349,5,The great pastries! I especially loved the tarts were perfect.,11/10/2023
589,349,4,The okay pastries! I especially loved the éclairs were a bit too sweet.,3/6/2023
590,349,5,The great pastries! The tarts were a bit too sweet.,10/14/2023
591,349,3,"The okay pastries! However, the tarts were a bit too sweet.",5/15/2023
592,349,2,The average pastries! I especially loved the bread could be improved.,9/17/2023
593,350,5,The could be better pastries! The croissants could be improved.,4/17/2023
594,351,5,"The overpriced pastries! However, the éclairs were perfect.",2/3/2023
595,353,2,The burnt pastries! The tarts were perfect.,1/24/2023
596,354,1,The favorite pastries! The tarts could be improved.,10/12/2023
597,354,5,"The okay pastries! However, the croissants could be improved.",9/15/2023
598,354,4,The best pastries! The éclairs were perfect.,3/25/2023
599,355,1,The okay pastries! The tarts were perfect.,11/2/2023
600,355,3,The amazing pastries! The bread were perfect.,9/16/2023
601,356,4,"The delicious pastries! However, the éclairs could be improved.",4/15/2023
602,356,4,The best pastries! I especially loved the éclairs were a bit too sweet.,6/12/2023
603,356,1,The favorite pastries! I especially loved the bread could be improved.,10/23/2023
604,356,1,The decent pastries! The bread were perfect.,12/11/2023
605,357,3,The best pastries! I especially loved the éclairs could be improved.,12/15/2023
606,358,2,"The could be better pastries! However, the croissants were perfect.",12/16/2023
607,358,2,"The okay pastries! However, the croissants were a bit too sweet.",6/19/2023
608,358,5,The overpriced pastries! The tarts were perfect.,7/17/2023
609,358,2,The poor service pastries! The tarts were a bit too sweet.,12/28/2023
610,359,2,"The delicious pastries! However, the croissants could be improved.",6/23/2023
611,359,3,The decent pastries! The croissants were perfect.,4/8/2023
612,359,5,The rude staff pastries! I especially loved the bread were a bit too sweet.,11/5/2023
613,359,3,"The burnt pastries! However, the tarts were perfect.",9/14/2023
614,359,5,The love pastries! I especially loved the éclairs could be improved.,2/3/2023
615,360,2,The favorite pastries! The tarts were perfect.,9/24/2023
616,360,1,The rude staff pastries! I especially loved the éclairs could be improved.,12/26/2023
617,360,3,"The could be better pastries! However, the bread were perfect.",9/1/2023
618,360,1,The great pastries! The croissants were a bit too sweet.,2/3/2023
619,360,4,The could be better pastries! The croissants could be improved.,10/11/2023
620,361,2,The dry pastries! The bread were a bit too sweet.,2/27/2023
621,362,2,"The overpriced pastries! However, the croissants were perfect.",1/5/2023
622,362,2,The amazing pastries! I especially loved the éclairs were perfect.,2/22/2023
623,362,2,"The dry pastries! However, the tarts were perfect.",4/22/2023
624,362,4,"The dry pastries! However, the croissants were a bit too sweet.",2/20/2023
625,363,5,The decent pastries! The bread were a bit too sweet.,11/19/2023
626,365,1,The could be better pastries! I especially loved the bread were perfect.,6/21/2023
627,365,1,The best pastries! The croissants were a bit too sweet.,7/3/2023
628,365,5,"The great pastries! However, the éclairs were perfect.",11/15/2023
629,365,5,The decent pastries! The croissants could be improved.,1/23/2023
630,366,1,"The rude staff pastries! However, the bread were perfect.",6/22/2023
631,366,1,The okay pastries! I especially loved the bread were perfect.,6/9/2023
632,366,5,"The could be better pastries! However, the éclairs were a bit too sweet.",1/1/2023
633,366,3,"The okay pastries! However, the bread were a bit too sweet.",1/18/2023
634,366,4,"The disappointing pastries! However, the bread could be improved.",6/5/2023
635,367,1,The average pastries! I especially loved the éclairs could be improved.,4/10/2023
636,367,4,"The rude staff pastries! However, the tarts were perfect.",10/3/2023
637,367,3,The disappointing pastries! The tarts were a bit too sweet.,11/11/2023
638,367,2,The burnt pastries! The croissants could be improved.,8/3/2023
639,367,5,The dry pastries! The éclairs were a bit too sweet.,7/27/2023
640,368,4,"The could be better pastries! However, the croissants were perfect.",10/28/2023
641,368,2,The overpriced pastries! The bread were perfect.,4/14/2023
642,368,3,"The decent pastries! However, the croissants were perfect.",11/15/2023
643,369,5,"The okay pastries! However, the croissants were a bit too sweet.",10/6/2023
644,369,5,The decent pastries! I especially loved the bread could be improved.,8/22/2023
645,369,4,The average pastries! I especially loved the tarts were perfect.,4/15/2023
646,369,4,The overpriced pastries! I especially loved the bread were perfect.,3/2/2023
647,369,5,The best pastries! The éclairs were a bit too sweet.,10/28/2023
648,370,5,The love pastries! The bread were perfect.,8/26/2023
649,370,5,The best pastries! I especially loved the éclairs were perfect.,3/20/2023
650,370,5,The rude staff pastries! I especially loved the bread were a bit too sweet.,12/26/2023
651,370,1,The favorite pastries! I especially loved the éclairs could be improved.,6/10/2023
652,370,1,The okay pastries! I especially loved the croissants were a bit too sweet.,7/20/2023
653,371,3,The overpriced pastries! The éclairs were a bit too sweet.,6/12/2023
654,372,5,"The delicious pastries! However, the croissants could be improved.",9/24/2023
655,372,5,The favorite pastries! I especially loved the éclairs could be improved.,6/21/2023
656,372,5,The could be better pastries! I especially loved the tarts were a bit too sweet.,5/3/2023
657,373,2,"The rude staff pastries! However, the tarts could be improved.",8/10/2023
658,373,1,The delicious pastries! I especially loved the éclairs could be improved.,8/16/2023
659,373,4,"The amazing pastries! However, the tarts were a bit too sweet.",9/13/2023
660,373,1,The disappointing pastries! I especially loved the tarts could be improved.,11/14/2023
661,373,3,The decent pastries! The bread were a bit too sweet.,3/23/2023
662,374,3,The favorite pastries! I especially loved the éclairs could be improved.,12/13/2023
663,375,5,The overpriced pastries! The croissants could be improved.,7/8/2023
664,375,4,The burnt pastries! The croissants could be improved.,2/2/2023
665,375,3,"The could be better pastries! However, the bread were a bit too sweet.",6/23/2023
666,375,1,The burnt pastries! I especially loved the croissants were a bit too sweet.,3/20/2023
667,376,3,The decent pastries! The tarts were perfect.,3/13/2023
668,376,5,The okay pastries! The tarts could be improved.,8/1/2023
669,376,3,"The overpriced pastries! However, the croissants were a bit too sweet.",3/2/2023
670,377,2,"The overpriced pastries! However, the croissants could be improved.",11/6/2023
671,378,4,The best pastries! I especially loved the tarts could be improved.,2/24/2023
672,378,2,The great pastries! I especially loved the tarts were a bit too sweet.,7/26/2023
673,378,2,The dry pastries! I especially loved the éclairs could be improved.,7/17/2023
674,379,1,"The love pastries! However, the croissants were perfect.",11/14/2023
675,379,1,"The average pastries! However, the bread were perfect.",1/24/2023
676,379,5,The best pastries! The bread were perfect.,7/4/2023
677,379,1,"The could be better pastries! However, the croissants were a bit too sweet.",6/5/2023
678,380,3,"The best pastries! However, the bread could be improved.",12/2/2023
679,380,1,The amazing pastries! I especially loved the tarts were a bit too sweet.,8/13/2023
680,380,3,"The decent pastries! However, the croissants were perfect.",5/2/2023
681,380,5,The decent pastries! The tarts were perfect.,1/5/2023
682,380,5,The decent pastries! I especially loved the croissants were perfect.,4/3/2023
683,381,2,The great pastries! The croissants were a bit too sweet.,5/19/2023
684,381,2,The overpriced pastries! The croissants were a bit too sweet.,11/26/2023
685,382,3,The could be better pastries! I especially loved the croissants were a bit too sweet.,7/14/2023
686,382,1,The average pastries! I especially loved the croissants could be improved.,10/22/2023
687,384,5,"The overpriced pastries! However, the tarts could be improved.",12/1/2023
688,384,5,"The rude staff pastries! However, the croissants were perfect.",10/9/2023
689,384,2,"The could be better pastries! However, the bread were perfect.",11/19/2023
690,384,3,The poor service pastries! The croissants could be improved.,9/9/2023
691,385,3,"The great pastries! However, the éclairs were a bit too sweet.",1/26/2023
692,385,3,The rude staff pastries! I especially loved the croissants were perfect.,3/28/2023
693,385,5,The love pastries! The bread were a bit too sweet.,6/12/2023
694,386,2,The rude staff pastries! I especially loved the tarts were perfect.,3/5/2023
695,386,1,The rude staff pastries! The croissants were perfect.,11/10/2023
696,386,3,"The decent pastries! However, the croissants were a bit too sweet.",10/14/2023
697,386,1,The disappointing pastries! I especially loved the tarts were a bit too sweet.,11/26/2023
698,387,5,The could be better pastries! The tarts were perfect.,6/21/2023
699,387,4,"The great pastries! However, the bread were a bit too sweet.",10/24/2023
700,387,3,The burnt pastries! I especially loved the croissants were a bit too sweet.,3/1/2023
701,387,1,"The burnt pastries! However, the croissants were a bit too sweet.",1/12/2023
702,387,1,The average pastries! The éclairs were perfect.,5/28/2023
703,388,4,"The could be better pastries! However, the croissants were a bit too sweet.",5/22/2023
704,389,2,"The delicious pastries! However, the éclairs were a bit too sweet.",4/15/2023
705,389,5,The delicious pastries! I especially loved the bread were a bit too sweet.,3/28/2023
706,389,2,"The amazing pastries! However, the éclairs could be improved.",11/19/2023
707,389,4,"The amazing pastries! However, the éclairs could be improved.",12/28/2023
708,389,3,The burnt pastries! The bread were perfect.,12/17/2023
709,390,1,"The delicious pastries! However, the croissants were a bit too sweet.",12/22/2023
710,390,4,The rude staff pastries! I especially loved the bread could be improved.,7/11/2023
711,390,3,"The decent pastries! However, the bread were a bit too sweet.",1/4/2023
712,390,2,The decent pastries! I especially loved the éclairs were a bit too sweet.,4/26/2023
713,390,4,The stale pastries! The éclairs could be improved.,10/16/2023
714,391,4,The love pastries! I especially loved the bread were a bit too sweet.,6/16/2023
715,391,5,The could be better pastries! The tarts were a bit too sweet.,11/11/2023
716,392,5,The could be better pastries! The bread could be improved.,12/8/2023
717,392,1,The best pastries! The tarts could be improved.,10/26/2023
718,392,1,The average pastries! I especially loved the tarts could be improved.,7/22/2023
719,393,5,The could be better pastries! The croissants were perfect.,9/18/2023
720,393,1,The okay pastries! I especially loved the croissants were perfect.,10/8/2023
721,393,4,The best pastries! The bread were a bit too sweet.,9/24/2023
722,393,5,The disappointing pastries! I especially loved the croissants could be improved.,9/11/2023
723,393,3,"The average pastries! However, the éclairs could be improved.",5/27/2023
724,394,4,"The average pastries! However, the croissants could be improved.",2/15/2023
725,394,1,"The average pastries! However, the bread were a bit too sweet.",4/27/2023
726,395,3,The average pastries! The éclairs were perfect.,12/13/2023
727,396,2,The could be better pastries! The croissants could be improved.,11/3/2023
728,396,4,The great pastries! I especially loved the bread were perfect.,11/16/2023
729,396,5,The great pastries! The éclairs were perfect.,1/27/2023
730,396,4,The average pastries! The tarts could be improved.,2/4/2023
731,396,2,The disappointing pastries! The bread could be improved.,2/9/2023
732,397,3,"The stale pastries! However, the éclairs were perfect.",2/24/2023
733,398,4,The burnt pastries! The tarts could be improved.,11/1/2023
734,398,2,"The amazing pastries! However, the croissants were a bit too sweet.",7/19/2023
735,398,5,"The burnt pastries! However, the bread were a bit too sweet.",9/6/2023
736,398,5,"The decent pastries! However, the croissants were a bit too sweet.",2/28/2023
737,398,1,"The overpriced pastries! However, the bread were perfect.",11/26/2023
738,399,2,"The rude staff pastries! However, the éclairs could be improved.",4/3/2023
739,399,4,"The best pastries! However, the croissants were perfect.",2/24/2023
740,400,5,"The average pastries! However, the tarts were perfect.",10/26/2023
741,400,4,"The best pastries! However, the croissants were a bit too sweet.",12/19/2023
742,400,1,The amazing pastries! The croissants were a bit too sweet.,2/10/2023
743,400,1,The okay pastries! I especially loved the tarts were perfect.,12/22/2023
744,401,2,The amazing pastries! The croissants were perfect.,3/1/2023
745,401,5,"The overpriced pastries! However, the éclairs were a bit too sweet.",12/21/2023
746,401,4,"The average pastries! However, the bread were perfect.",7/26/2023
747,401,4,The okay pastries! The bread were a bit too sweet.,12/16/2023
748,401,4,The average pastries! I especially loved the tarts were a bit too sweet.,3/28/2023
749,402,1,The stale pastries! The croissants were a bit too sweet.,12/27/2023
750,402,4,The rude staff pastries! I especially loved the éclairs could be improved.,12/28/2023
751,402,1,"The stale pastries! However, the éclairs were a bit too sweet.",7/4/2023
752,402,1,"The overpriced pastries! However, the croissants were a bit too sweet.",10/16/2023
753,402,2,The poor service pastries! I especially loved the éclairs were perfect.,11/22/2023
754,403,5,"The okay pastries! However, the éclairs could be improved.",8/8/2023
755,403,2,"The burnt pastries! However, the croissants could be improved.",8/27/2023
756,403,4,The best pastries! The éclairs could be improved.,2/3/2023
757,403,1,"The love pastries! However, the éclairs were a bit too sweet.",8/9/2023
758,403,3,"The amazing pastries! However, the tarts could be improved.",5/20/2023
759,405,4,"The delicious pastries! However, the bread were a bit too sweet.",10/14/2023
760,405,2,"The delicious pastries! However, the bread were perfect.",4/14/2023
761,405,2,The favorite pastries! The éclairs were perfect.,10/20/2023
762,406,5,"The best pastries! However, the croissants were a bit too sweet.",8/2/2023
763,406,2,"The overpriced pastries! However, the croissants were perfect.",2/10/2023
764,406,5,The could be better pastries! The croissants were a bit too sweet.,3/5/2023
765,406,1,"The favorite pastries! However, the croissants were perfect.",8/7/2023
766,406,1,"The poor service pastries! However, the tarts were perfect.",10/1/2023
767,407,2,The average pastries! The éclairs were a bit too sweet.,11/13/2023
768,407,1,"The rude staff pastries! However, the croissants were perfect.",5/27/2023
769,407,2,The best pastries! I especially loved the éclairs were perfect.,8/6/2023
770,408,1,"The love pastries! However, the bread were perfect.",7/27/2023
771,408,4,The amazing pastries! I especially loved the tarts could be improved.,3/20/2023
772,408,4,"The okay pastries! However, the tarts were perfect.",2/19/2023
773,408,5,The best pastries! I especially loved the tarts were perfect.,12/24/2023
774,408,4,"The could be better pastries! However, the croissants were a bit too sweet.",1/6/2023
775,409,5,"The okay pastries! However, the croissants were a bit too sweet.",11/18/2023
776,409,1,"The average pastries! However, the croissants were perfect.",6/27/2023
777,409,3,The average pastries! The tarts were perfect.,5/1/2023
778,409,3,The dry pastries! The tarts were a bit too sweet.,8/27/2023
779,410,2,"The favorite pastries! However, the éclairs could be improved.",11/20/2023
780,411,2,"The favorite pastries! However, the bread were perfect.",7/21/2023
781,411,4,The could be better pastries! I especially loved the éclairs were a bit too sweet.,12/10/2023
782,411,2,The favorite pastries! The tarts were perfect.,2/13/2023
783,411,3,The could be better pastries! The éclairs could be improved.,1/17/2023
784,411,2,The decent pastries! The croissants were a bit too sweet.,11/3/2023
785,412,5,The decent pastries! The croissants could be improved.,2/22/2023
786,414,2,"The love pastries! However, the croissants could be improved.",10/4/2023
787,414,4,The poor service pastries! The bread were a bit too sweet.,2/15/2023
788,414,2,"The disappointing pastries! However, the tarts were perfect.",3/23/2023
789,415,2,The amazing pastries! The tarts could be improved.,5/12/2023
790,415,5,"The could be better pastries! However, the bread could be improved.",5/2/2023
791,415,5,The rude staff pastries! I especially loved the éclairs could be improved.,8/23/2023
792,416,5,The decent pastries! I especially loved the éclairs could be improved.,11/17/2023
793,417,5,The burnt pastries! The éclairs were a bit too sweet.,12/11/2023
794,417,3,"The favorite pastries! However, the éclairs were perfect.",4/15/2023
795,417,2,The decent pastries! The éclairs could be improved.,7/24/2023
796,417,3,The okay pastries! The bread were a bit too sweet.,7/12/2023
797,418,2,"The poor service pastries! However, the tarts were perfect.",5/18/2023
798,418,2,"The okay pastries! However, the bread were perfect.",9/6/2023
799,418,5,The stale pastries! I especially loved the bread were perfect.,9/3/2023
800,418,2,"The great pastries! However, the croissants could be improved.",3/5/2023
801,418,1,The okay pastries! I especially loved the éclairs were perfect.,11/6/2023
802,419,1,The rude staff pastries! I especially loved the bread were perfect.,11/24/2023
803,419,3,The best pastries! I especially loved the tarts were a bit too sweet.,10/15/2023
804,419,4,The okay pastries! The bread were a bit too sweet.,5/7/2023
805,419,5,"The dry pastries! However, the éclairs could be improved.",7/15/2023
806,420,3,The poor service pastries! The croissants were perfect.,3/1/2023
807,420,1,"The decent pastries! However, the croissants were a bit too sweet.",3/8/2023
808,420,2,The best pastries! The bread were a bit too sweet.,8/10/2023
809,420,3,The favorite pastries! The éclairs were a bit too sweet.,10/25/2023
810,421,3,The burnt pastries! The éclairs were a bit too sweet.,2/22/2023
