HistoryId,CustomerId,Action,Points,Timestamp
2482,270,Tier Upgrade,0,2024-02-05T02:15:47
2483,270,Points Redeemed,-10,2024-05-25T02:15:47
2484,270,Points Redeemed,0,2024-06-10T02:15:47
2485,270,Points Redeemed,0,2023-07-25T02:15:47
2486,270,Points Redeemed,0,2024-05-05T02:15:47
2487,270,Tier Upgrade,0,2023-10-19T02:15:47
2488,270,Points Redeemed,0,2023-12-01T02:15:47
2489,270,Current Tier,2,2024-06-12T02:15:47
2490,271,Tier Upgrade,0,2024-04-08T02:15:47
2491,271,Tier Upgrade,0,2024-05-09T02:15:47
2492,271,Points Earned,28,2023-08-08T02:15:47
2493,271,Tier Upgrade,0,2023-07-31T02:15:47
2494,271,Points Redeemed,-17,2023-07-07T02:15:47
2495,271,Points Redeemed,-11,2023-10-02T02:15:47
2496,271,Points Earned,39,2024-03-21T02:15:47
2497,271,Tier Upgrade,0,2023-09-01T02:15:47
2498,271,Points Redeemed,-35,2024-01-30T02:15:47
2499,271,Tier Upgrade,0,2023-08-14T02:15:47
2500,271,Points Redeemed,0,2024-01-27T02:15:47
2501,271,Tier Upgrade,0,2024-03-03T02:15:47
2502,271,Current Tier,4,2024-06-12T02:15:47
2503,272,Points Redeemed,0,2024-04-10T02:15:47
2504,272,Points Redeemed,0,2023-10-07T02:15:47
2505,272,Points Earned,47,2023-09-05T02:15:47
2506,272,Current Tier,47,2024-06-12T02:15:47
2507,273,Points Redeemed,0,2024-05-02T02:15:47
2508,273,Tier Upgrade,0,2024-02-04T02:15:47
2509,273,Tier Upgrade,0,2023-09-25T02:15:47
2510,273,Points Earned,32,2023-10-20T02:15:47
2511,273,Points Redeemed,-23,2023-11-26T02:15:47
2512,273,Points Earned,20,2023-06-27T02:15:47
2513,273,Points Earned,30,2023-07-04T02:15:47
2514,273,Points Redeemed,-13,2023-06-20T02:15:47
2515,273,Points Redeemed,-44,2023-11-26T02:15:47
2516,273,Points Earned,43,2023-12-28T02:15:47
2517,273,Current Tier,45,2024-06-12T02:15:47
2518,274,Points Earned,32,2024-01-29T02:15:47
2519,274,Points Earned,60,2024-03-23T02:15:47
2520,274,Points Earned,41,2023-10-02T02:15:47
2521,274,Tier Upgrade,0,2023-11-25T02:15:47
2522,274,Tier Upgrade,0,2023-09-11T02:15:47
2523,274,Current Tier,133,2024-06-12T02:15:47
2524,275,Points Earned,96,2023-07-29T02:15:47
2525,275,Points Redeemed,-44,2023-10-13T02:15:47
2526,275,Tier Upgrade,0,2023-08-05T02:15:47
2527,275,Tier Upgrade,0,2023-06-22T02:15:47
2528,275,Points Redeemed,-14,2023-11-14T02:15:47
2529,275,Points Redeemed,-27,2023-08-12T02:15:47
2530,275,Tier Upgrade,0,2024-01-10T02:15:47
2531,275,Points Earned,60,2024-03-12T02:15:47
2532,275,Tier Upgrade,0,2024-02-27T02:15:47
2533,275,Points Earned,89,2024-04-02T02:15:47
2534,275,Points Earned,55,2023-09-12T02:15:47
2535,275,Current Tier,215,2024-06-12T02:15:47
2536,276,Points Earned,21,2024-06-04T02:15:47
2537,276,Points Earned,84,2024-03-10T02:15:47
2538,276,Points Earned,28,2024-02-20T02:15:47
2539,276,Tier Upgrade,0,2023-10-27T02:15:47
2540,276,Tier Upgrade,0,2024-05-09T02:15:47
2541,276,Tier Upgrade,0,2023-07-09T02:15:47
2542,276,Points Earned,80,2023-06-17T02:15:47
2543,276,Current Tier,213,2024-06-12T02:15:47
2544,277,Points Redeemed,0,2024-04-01T02:15:47
2545,277,Tier Upgrade,0,2024-02-25T02:15:47
2546,277,Points Redeemed,0,2023-10-28T02:15:47
2547,277,Points Earned,20,2024-04-13T02:15:47
2548,277,Tier Upgrade,0,2023-12-12T02:15:47
2549,277,Points Redeemed,-12,2023-10-28T02:15:47
2550,277,Tier Upgrade,0,2023-07-16T02:15:47
2551,277,Points Earned,44,2023-11-10T02:15:47
2552,277,Points Earned,67,2023-08-13T02:15:47
2553,277,Points Redeemed,-99,2023-09-30T02:15:47
2554,277,Points Earned,65,2024-04-28T02:15:47
2555,277,Points Earned,37,2023-12-06T02:15:47
2556,277,Tier Upgrade,0,2024-04-02T02:15:47
2557,277,Tier Upgrade,0,2024-04-23T02:15:47
2558,277,Points Redeemed,-71,2023-08-06T02:15:47
2559,277,Points Redeemed,-37,2024-05-28T02:15:47
2560,277,Points Earned,18,2024-03-30T02:15:47
2561,277,Current Tier,32,2024-06-12T02:15:47
2562,278,Points Earned,40,2023-10-08T02:15:47
2563,278,Points Earned,43,2023-06-13T02:15:47
2564,278,Tier Upgrade,0,2024-01-24T02:15:47
2565,278,Points Redeemed,-70,2024-06-09T02:15:47
2566,278,Points Redeemed,-10,2023-07-30T02:15:47
2567,278,Points Redeemed,0,2023-06-22T02:15:47
2568,278,Points Earned,47,2024-03-06T02:15:47
2569,278,Current Tier,50,2024-06-12T02:15:47
2570,279,Tier Upgrade,0,2023-11-20T02:15:47
2571,279,Tier Upgrade,0,2024-04-21T02:15:47
2572,279,Points Earned,97,2024-01-04T02:15:47
2573,279,Points Earned,41,2023-07-17T02:15:47
2574,279,Points Earned,86,2023-10-14T02:15:47
2575,279,Tier Upgrade,0,2024-02-04T02:15:47
2576,279,Tier Upgrade,0,2023-11-08T02:15:47
2577,279,Points Redeemed,-67,2024-01-02T02:15:47
2578,279,Current Tier,157,2024-06-12T02:15:47
2579,280,Points Redeemed,0,2023-06-19T02:15:47
2580,280,Tier Upgrade,0,2024-02-09T02:15:47
2581,280,Points Redeemed,0,2023-06-25T02:15:47
2582,280,Points Earned,87,2023-09-10T02:15:47
2583,280,Points Redeemed,-66,2023-10-25T02:15:47
2584,280,Points Redeemed,-18,2024-04-16T02:15:47
2585,280,Points Earned,31,2024-02-22T02:15:47
2586,280,Points Earned,86,2024-05-10T02:15:47
2587,280,Points Earned,60,2023-07-05T02:15:47
2588,280,Points Earned,34,2024-01-17T02:15:47
2589,280,Tier Upgrade,0,2024-04-27T02:15:47
2590,280,Points Earned,14,2023-12-14T02:15:47
2591,280,Points Earned,15,2023-08-04T02:15:47
2592,280,Points Earned,15,2023-10-14T02:15:47
2593,280,Points Redeemed,-221,2024-05-17T02:15:47
2594,280,Points Earned,11,2024-05-11T02:15:47
2595,280,Points Redeemed,-35,2023-07-16T02:15:47
2596,280,Points Redeemed,-11,2024-01-17T02:15:47
2597,280,Points Redeemed,0,2023-09-11T02:15:47
2598,280,Tier Upgrade,0,2023-06-21T02:15:47
2599,280,Points Redeemed,0,2023-12-27T02:15:47
2600,280,Points Redeemed,0,2024-02-06T02:15:47
2601,280,Points Earned,35,2024-03-09T02:15:47
2602,280,Tier Upgrade,0,2023-09-03T02:15:47
2603,280,Points Redeemed,-28,2023-07-04T02:15:47
2604,280,Points Earned,27,2023-10-17T02:15:47
2605,280,Tier Upgrade,0,2024-04-14T02:15:47
2606,280,Current Tier,36,2024-06-12T02:15:47
2607,281,Points Redeemed,0,2023-07-18T02:15:47
2608,281,Points Earned,61,2024-05-13T02:15:47
2609,281,Tier Upgrade,0,2024-05-25T02:15:47
2610,281,Points Earned,41,2023-06-25T02:15:47
2611,281,Points Earned,44,2024-03-27T02:15:47
2612,281,Tier Upgrade,0,2024-03-23T02:15:47
2613,281,Current Tier,146,2024-06-12T02:15:47
2614,282,Points Redeemed,0,2023-07-15T02:15:47
2615,282,Tier Upgrade,0,2023-06-27T02:15:47
2616,282,Points Earned,93,2024-04-04T02:15:47
2617,282,Points Redeemed,-73,2023-09-30T02:15:47
2618,282,Tier Upgrade,0,2023-08-05T02:15:47
2619,282,Tier Upgrade,0,2023-11-20T02:15:47
2620,282,Points Redeemed,-10,2024-05-01T02:15:47
2621,282,Points Earned,13,2024-01-20T02:15:47
2622,282,Tier Upgrade,0,2024-03-02T02:15:47
2623,282,Points Redeemed,-17,2023-11-22T02:15:47
2624,282,Points Earned,45,2023-12-08T02:15:47
2625,282,Tier Upgrade,0,2024-04-06T02:15:47
2626,282,Points Earned,96,2024-02-29T02:15:47
2627,282,Points Redeemed,-63,2024-02-24T02:15:47
2628,282,Tier Upgrade,0,2023-07-11T02:15:47
2629,282,Tier Upgrade,0,2023-09-03T02:15:47
2630,282,Current Tier,84,2024-06-12T02:15:47
2631,283,Tier Upgrade,0,2023-10-20T02:15:47
2632,283,Tier Upgrade,0,2024-01-28T02:15:47
2633,283,Tier Upgrade,0,2023-08-24T02:15:47
2634,283,Tier Upgrade,0,2024-06-10T02:15:47
2635,283,Tier Upgrade,0,2023-08-03T02:15:47
2636,283,Points Redeemed,0,2023-11-12T02:15:47
2637,283,Points Redeemed,0,2023-07-26T02:15:47
2638,283,Points Earned,94,2023-10-12T02:15:47
2639,283,Points Earned,99,2023-10-04T02:15:47
2640,283,Points Earned,28,2024-01-07T02:15:47
2641,283,Points Redeemed,-213,2024-02-08T02:15:47
2642,283,Points Redeemed,0,2023-07-08T02:15:47
2643,283,Points Earned,91,2023-10-30T02:15:47
2644,283,Points Earned,22,2023-08-01T02:15:47
2645,283,Points Earned,22,2024-01-27T02:15:47
2646,283,Points Earned,68,2023-11-22T02:15:47
2647,283,Points Redeemed,-194,2023-11-22T02:15:47
2648,283,Tier Upgrade,0,2023-11-19T02:15:47
2649,283,Tier Upgrade,0,2024-03-16T02:15:47
2650,283,Current Tier,17,2024-06-12T02:15:47
2651,284,Points Earned,56,2023-09-23T02:15:47
2652,284,Points Redeemed,-35,2024-04-29T02:15:47
2653,284,Points Redeemed,-12,2024-02-06T02:15:47
2654,284,Tier Upgrade,0,2023-11-16T02:15:47
2655,284,Points Earned,72,2023-12-07T02:15:47
2656,284,Points Redeemed,-69,2024-02-06T02:15:47
2657,284,Points Redeemed,-12,2023-06-16T02:15:47
2658,284,Tier Upgrade,0,2023-07-19T02:15:47
2659,284,Points Earned,66,2023-07-19T02:15:47
2660,284,Points Redeemed,-61,2023-09-20T02:15:47
2661,284,Points Redeemed,0,2023-10-10T02:15:47
2662,284,Points Earned,82,2023-09-24T02:15:47
2663,284,Points Redeemed,-21,2024-03-25T02:15:47
2664,284,Points Earned,88,2023-11-29T02:15:47
2665,284,Points Earned,88,2024-04-12T02:15:47
2666,284,Points Redeemed,-26,2023-09-29T02:15:47
2667,284,Points Redeemed,-61,2023-10-13T02:15:47
2668,284,Tier Upgrade,0,2023-08-30T02:15:47
2669,284,Points Redeemed,-117,2024-02-27T02:15:47
2670,284,Current Tier,38,2024-06-12T02:15:47
2671,285,Tier Upgrade,0,2024-04-21T02:15:47
2672,285,Tier Upgrade,0,2024-03-02T02:15:47
2673,285,Points Earned,72,2023-10-23T02:15:47
2674,285,Tier Upgrade,0,2024-04-17T02:15:47
2675,285,Points Earned,55,2023-12-05T02:15:47
2676,285,Points Redeemed,-114,2024-04-10T02:15:47
2677,285,Tier Upgrade,0,2024-01-14T02:15:47
2678,285,Points Earned,45,2023-09-28T02:15:47
2679,285,Points Redeemed,-55,2023-11-26T02:15:47
2680,285,Tier Upgrade,0,2024-01-24T02:15:47
2681,285,Points Earned,48,2024-01-20T02:15:47
2682,285,Tier Upgrade,0,2024-05-17T02:15:47
2683,285,Points Earned,87,2024-02-20T02:15:47
2684,285,Points Earned,42,2023-11-14T02:15:47
2685,285,Points Redeemed,-75,2023-10-30T02:15:47
2686,285,Tier Upgrade,0,2024-01-02T02:15:47
2687,285,Points Earned,94,2023-10-16T02:15:47
2688,285,Tier Upgrade,0,2024-02-29T02:15:47
2689,285,Points Earned,80,2023-07-06T02:15:47
2690,285,Points Redeemed,-186,2023-07-02T02:15:47
2691,285,Tier Upgrade,0,2023-09-20T02:15:47
2692,285,Current Tier,93,2024-06-12T02:15:47
2693,286,Points Redeemed,0,2024-01-22T02:15:47
2694,286,Tier Upgrade,0,2023-10-26T02:15:47
2695,286,Current Tier,0,2024-06-12T02:15:47
2696,287,Points Earned,94,2024-06-08T02:15:47
2697,287,Points Earned,51,2023-12-14T02:15:47
2698,287,Points Earned,56,2024-06-05T02:15:47
2699,287,Points Earned,97,2023-08-10T02:15:47
2700,287,Points Redeemed,-158,2024-03-04T02:15:47
2701,287,Tier Upgrade,0,2024-03-15T02:15:47
2702,287,Points Earned,50,2023-06-17T02:15:47
2703,287,Tier Upgrade,0,2023-12-12T02:15:47
2704,287,Points Earned,66,2024-01-29T02:15:47
2705,287,Points Earned,99,2024-02-11T02:15:47
2706,287,Points Redeemed,-37,2023-08-18T02:15:47
2707,287,Points Earned,20,2023-08-24T02:15:47
2708,287,Points Earned,49,2024-02-04T02:15:47
2709,287,Points Earned,16,2023-06-25T02:15:47
2710,287,Tier Upgrade,0,2023-10-08T02:15:47
2711,287,Points Earned,12,2024-03-24T02:15:47
2712,287,Points Earned,76,2024-05-01T02:15:47
2713,287,Tier Upgrade,0,2023-09-24T02:15:47
2714,287,Points Redeemed,-409,2023-07-06T02:15:47
2715,287,Tier Upgrade,0,2024-03-05T02:15:47
2716,287,Tier Upgrade,0,2023-10-10T02:15:47
2717,287,Points Redeemed,-43,2023-10-30T02:15:47
2718,287,Points Earned,65,2023-09-05T02:15:47
2719,287,Points Earned,21,2024-06-06T02:15:47
2720,287,Points Earned,34,2023-09-14T02:15:47
2721,287,Points Redeemed,-128,2023-09-16T02:15:47
2722,287,Current Tier,31,2024-06-12T02:15:47
2723,288,Tier Upgrade,0,2023-08-09T02:15:47
2724,288,Points Earned,27,2024-01-05T02:15:47
2725,288,Points Earned,53,2024-01-14T02:15:47
2726,288,Points Earned,46,2023-08-08T02:15:47
2727,288,Points Earned,30,2023-11-05T02:15:47
2728,288,Points Redeemed,-25,2023-08-09T02:15:47
2729,288,Points Earned,43,2024-05-10T02:15:47
2730,288,Points Redeemed,-117,2024-03-01T02:15:47
2731,288,Tier Upgrade,0,2024-05-25T02:15:47
2732,288,Tier Upgrade,0,2024-05-13T02:15:47
2733,288,Tier Upgrade,0,2023-11-21T02:15:47
2734,288,Points Redeemed,-14,2024-05-01T02:15:47
2735,288,Points Redeemed,-28,2023-06-21T02:15:47
2736,288,Current Tier,15,2024-06-12T02:15:47
2737,289,Points Redeemed,0,2024-04-01T02:15:47
2738,289,Points Earned,83,2023-07-28T02:15:47
2739,289,Current Tier,83,2024-06-12T02:15:47
2740,290,Points Redeemed,0,2024-03-31T02:15:47
2741,290,Points Earned,83,2023-06-26T02:15:47
2742,290,Points Earned,64,2023-10-24T02:15:47
2743,290,Points Redeemed,-61,2023-11-21T02:15:47
2744,290,Tier Upgrade,0,2024-03-09T02:15:47
2745,290,Points Earned,29,2023-09-19T02:15:47
2746,290,Points Redeemed,-109,2024-05-26T02:15:47
2747,290,Points Earned,87,2024-04-14T02:15:47
2748,290,Tier Upgrade,0,2023-11-09T02:15:47
2749,290,Points Redeemed,-30,2024-04-09T02:15:47
2750,290,Points Redeemed,-15,2023-09-03T02:15:47
2751,290,Points Redeemed,-15,2023-10-25T02:15:47
2752,290,Points Earned,85,2023-11-02T02:15:47
2753,290,Tier Upgrade,0,2023-12-13T02:15:47
2754,290,Tier Upgrade,0,2024-05-06T02:15:47
2755,290,Points Earned,67,2024-04-26T02:15:47
2756,290,Points Redeemed,-140,2024-04-11T02:15:47
2757,290,Points Earned,86,2023-08-27T02:15:47
2758,290,Points Redeemed,-59,2024-04-19T02:15:47
2759,290,Points Redeemed,-10,2024-06-07T02:15:47
2760,290,Tier Upgrade,0,2023-06-13T02:15:47
2761,290,Tier Upgrade,0,2023-08-14T02:15:47
2762,290,Points Redeemed,-22,2024-02-19T02:15:47
2763,290,Points Earned,56,2023-07-02T02:15:47
2764,290,Tier Upgrade,0,2024-05-17T02:15:47
2765,290,Points Earned,60,2024-03-26T02:15:47
2766,290,Points Redeemed,-12,2023-12-31T02:15:47
2767,290,Tier Upgrade,0,2024-02-01T02:15:47
2768,290,Current Tier,144,2024-06-12T02:15:47
2769,291,Points Redeemed,0,2024-01-28T02:15:47
2770,291,Tier Upgrade,0,2023-12-06T02:15:47
2771,291,Tier Upgrade,0,2023-06-18T02:15:47
2772,291,Points Redeemed,0,2024-02-21T02:15:47
2773,291,Points Earned,25,2024-01-21T02:15:47
2774,291,Points Redeemed,-24,2023-09-07T02:15:47
2775,291,Points Redeemed,0,2023-12-06T02:15:47
2776,291,Points Earned,57,2024-03-21T02:15:47
2777,291,Points Earned,71,2023-08-04T02:15:47
2778,291,Points Earned,45,2023-07-30T02:15:47
2779,291,Tier Upgrade,0,2023-06-28T02:15:47
2780,291,Tier Upgrade,0,2023-08-28T02:15:47
2781,291,Points Earned,85,2023-09-12T02:15:47
2782,291,Points Earned,87,2023-12-16T02:15:47
2783,291,Tier Upgrade,0,2023-07-07T02:15:47
2784,291,Points Redeemed,-322,2023-07-06T02:15:47
2785,291,Tier Upgrade,0,2024-01-27T02:15:47
2786,291,Points Earned,12,2023-10-18T02:15:47
2787,291,Points Redeemed,-28,2023-09-12T02:15:47
2788,291,Tier Upgrade,0,2023-10-25T02:15:47
2789,291,Points Redeemed,0,2023-08-20T02:15:47
2790,291,Points Earned,28,2023-09-23T02:15:47
2791,291,Points Redeemed,-16,2024-05-04T02:15:47
2792,291,Points Redeemed,-19,2023-08-25T02:15:47
2793,291,Current Tier,1,2024-06-12T02:15:47
2794,292,Tier Upgrade,0,2023-08-11T02:15:47
2795,292,Points Earned,95,2023-12-05T02:15:47
2796,292,Points Redeemed,-69,2023-08-10T02:15:47
2797,292,Points Earned,84,2023-10-06T02:15:47
2798,292,Tier Upgrade,0,2023-09-12T02:15:47
2799,292,Tier Upgrade,0,2024-01-21T02:15:47
2800,292,Tier Upgrade,0,2024-05-18T02:15:47
2801,292,Points Earned,87,2023-09-17T02:15:47
2802,292,Points Earned,11,2023-08-17T02:15:47
2803,292,Points Earned,41,2023-10-08T02:15:47
2804,292,Points Earned,43,2023-10-30T02:15:47
2805,292,Points Earned,28,2023-12-25T02:15:47
2806,292,Points Earned,51,2024-01-22T02:15:47
2807,292,Points Earned,79,2024-03-26T02:15:47
2808,292,Points Redeemed,-372,2024-04-05T02:15:47
2809,292,Points Earned,97,2024-02-17T02:15:47
2810,292,Points Earned,81,2023-08-17T02:15:47
2811,292,Points Redeemed,-36,2023-11-23T02:15:47
2812,292,Points Redeemed,-119,2023-08-31T02:15:47
2813,292,Tier Upgrade,0,2024-05-14T02:15:47
2814,292,Tier Upgrade,0,2024-06-11T02:15:47
2815,292,Points Earned,49,2023-10-14T02:15:47
2816,292,Points Redeemed,-103,2023-08-15T02:15:47
2817,292,Tier Upgrade,0,2024-01-19T02:15:47
2818,292,Current Tier,47,2024-06-12T02:15:47
2819,293,Points Earned,62,2023-12-07T02:15:47
2820,293,Points Earned,34,2023-07-14T02:15:47
2821,293,Points Redeemed,-57,2024-02-26T02:15:47
2822,293,Points Redeemed,-16,2024-05-27T02:15:47
2823,293,Tier Upgrade,0,2023-08-25T02:15:47
2824,293,Points Redeemed,-10,2024-04-27T02:15:47
2825,293,Tier Upgrade,0,2023-10-30T02:15:47
2826,293,Points Redeemed,-10,2024-02-26T02:15:47
2827,293,Points Redeemed,0,2024-04-18T02:15:47
2828,293,Tier Upgrade,0,2024-01-20T02:15:47
2829,293,Points Earned,51,2023-07-12T02:15:47
2830,293,Points Redeemed,-36,2023-08-20T02:15:47
2831,293,Tier Upgrade,0,2023-09-28T02:15:47
2832,293,Tier Upgrade,0,2024-01-20T02:15:47
2833,293,Points Earned,15,2023-11-07T02:15:47
2834,293,Points Redeemed,-21,2024-01-07T02:15:47
2835,293,Points Redeemed,-12,2023-12-07T02:15:47
2836,293,Points Earned,63,2024-05-04T02:15:47
2837,293,Points Earned,58,2023-10-20T02:15:47
2838,293,Current Tier,121,2024-06-12T02:15:47
2839,294,Points Earned,70,2023-06-27T02:15:47
2840,294,Tier Upgrade,0,2024-03-26T02:15:47
2841,294,Points Redeemed,-51,2024-03-30T02:15:47
2842,294,Points Redeemed,-18,2023-07-10T02:15:47
2843,294,Tier Upgrade,0,2023-07-12T02:15:47
2844,294,Points Redeemed,0,2024-04-14T02:15:47
2845,294,Points Redeemed,0,2024-02-06T02:15:47
2846,294,Points Redeemed,0,2024-04-15T02:15:47
2847,294,Current Tier,1,2024-06-12T02:15:47
2848,295,Points Earned,89,2024-05-19T02:15:47
2849,295,Points Earned,39,2024-03-26T02:15:47
2850,295,Tier Upgrade,0,2023-08-19T02:15:47
2851,295,Points Redeemed,-94,2023-11-07T02:15:47
2852,295,Points Earned,31,2023-12-30T02:15:47
2853,295,Points Earned,38,2023-12-26T02:15:47
2854,295,Points Redeemed,-34,2023-07-22T02:15:47
2855,295,Points Earned,36,2023-09-27T02:15:47
2856,295,Points Earned,46,2024-04-23T02:15:47
2857,295,Points Earned,86,2024-05-22T02:15:47
2858,295,Points Redeemed,-171,2024-01-10T02:15:47
2859,295,Current Tier,66,2024-06-12T02:15:47
2860,296,Points Redeemed,0,2023-11-01T02:15:47
2861,296,Tier Upgrade,0,2024-03-05T02:15:47
2862,296,Tier Upgrade,0,2023-07-31T02:15:47
2863,296,Points Earned,81,2024-05-20T02:15:47
2864,296,Points Redeemed,-35,2023-08-30T02:15:47
2865,296,Points Earned,21,2024-03-21T02:15:47
2866,296,Points Redeemed,-53,2023-07-10T02:15:47
2867,296,Tier Upgrade,0,2023-11-09T02:15:47
2868,296,Tier Upgrade,0,2023-09-10T02:15:47
2869,296,Points Earned,81,2024-04-20T02:15:47
2870,296,Points Earned,18,2024-03-10T02:15:47
2871,296,Points Redeemed,-91,2024-03-05T02:15:47
2872,296,Tier Upgrade,0,2024-03-25T02:15:47
2873,296,Points Redeemed,-21,2023-07-20T02:15:47
2874,296,Points Redeemed,0,2023-10-19T02:15:47
2875,296,Points Redeemed,0,2024-02-06T02:15:47
2876,296,Points Redeemed,0,2024-05-09T02:15:47
2877,296,Points Redeemed,0,2023-10-17T02:15:47
2878,296,Points Redeemed,0,2023-08-21T02:15:47
2879,296,Points Redeemed,0,2023-11-02T02:15:47
2880,296,Points Redeemed,0,2024-03-01T02:15:47
2881,296,Points Earned,22,2023-10-31T02:15:47
2882,296,Points Earned,63,2023-12-10T02:15:47
2883,296,Points Redeemed,-79,2023-09-25T02:15:47
2884,296,Points Earned,96,2023-10-18T02:15:47
2885,296,Points Redeemed,-60,2024-02-05T02:15:47
2886,296,Tier Upgrade,0,2024-02-17T02:15:47
2887,296,Current Tier,43,2024-06-12T02:15:47
2888,297,Tier Upgrade,0,2023-10-27T02:15:47
2889,297,Points Earned,39,2023-12-23T02:15:47
2890,297,Tier Upgrade,0,2023-08-13T02:15:47
2891,297,Points Earned,19,2024-03-29T02:15:47
2892,297,Tier Upgrade,0,2023-09-09T02:15:47
2893,297,Tier Upgrade,0,2023-11-19T02:15:47
2894,297,Points Redeemed,-35,2023-09-06T02:15:47
2895,297,Points Earned,18,2024-04-25T02:15:47
2896,297,Tier Upgrade,0,2023-09-03T02:15:47
2897,297,Points Redeemed,-37,2024-01-06T02:15:47
2898,297,Points Earned,23,2024-02-22T02:15:47
2899,297,Points Earned,41,2024-05-24T02:15:47
2900,297,Points Redeemed,-30,2024-04-25T02:15:47
2901,297,Points Redeemed,-25,2024-01-05T02:15:47
2902,297,Current Tier,13,2024-06-12T02:15:47
2903,298,Points Redeemed,0,2024-03-11T02:15:47
2904,298,Points Redeemed,0,2024-05-03T02:15:47
2905,298,Tier Upgrade,0,2023-11-14T02:15:47
2906,298,Points Redeemed,0,2024-01-21T02:15:47
2907,298,Points Redeemed,0,2023-11-14T02:15:47
2908,298,Points Earned,19,2024-03-11T02:15:47
2909,298,Points Earned,76,2023-12-19T02:15:47
2910,298,Points Earned,54,2024-04-05T02:15:47
2911,298,Tier Upgrade,0,2024-04-02T02:15:47
2912,298,Tier Upgrade,0,2024-03-16T02:15:47
2913,298,Current Tier,149,2024-06-12T02:15:47
2914,299,Tier Upgrade,0,2024-01-18T02:15:47
2915,299,Points Earned,81,2024-02-02T02:15:47
2916,299,Points Redeemed,-63,2023-08-26T02:15:47
2917,299,Points Earned,25,2023-11-01T02:15:47
2918,299,Tier Upgrade,0,2023-07-26T02:15:47
2919,299,Points Redeemed,-20,2024-05-24T02:15:47
2920,299,Tier Upgrade,0,2023-12-01T02:15:47
2921,299,Points Earned,67,2024-03-01T02:15:47
2922,299,Current Tier,90,2024-06-12T02:15:47
2923,300,Tier Upgrade,0,2024-03-02T02:15:47
2924,300,Points Earned,86,2024-05-15T02:15:47
2925,300,Points Redeemed,-10,2023-08-09T02:15:47
2926,300,Points Redeemed,-46,2023-10-10T02:15:47
2927,300,Points Redeemed,-15,2023-10-01T02:15:47
2928,300,Points Redeemed,-13,2023-11-15T02:15:47
2929,300,Points Redeemed,0,2024-05-18T02:15:47
2930,300,Points Earned,72,2023-06-13T02:15:47
2931,300,Points Earned,38,2023-12-05T02:15:47
2932,300,Points Earned,48,2023-09-22T02:15:47
2933,300,Points Earned,51,2024-04-07T02:15:47
2934,300,Tier Upgrade,0,2024-02-16T02:15:47
2935,300,Points Earned,95,2024-02-04T02:15:47
2936,300,Points Earned,17,2023-08-23T02:15:47
2937,300,Current Tier,323,2024-06-12T02:15:47
2938,301,Points Earned,77,2024-01-30T02:15:47
2939,301,Points Earned,86,2024-03-03T02:15:47
2940,301,Tier Upgrade,0,2024-02-27T02:15:47
2941,301,Tier Upgrade,0,2024-02-25T02:15:47
2942,301,Points Redeemed,-94,2024-05-12T02:15:47
2943,301,Points Earned,50,2023-07-08T02:15:47
2944,301,Points Earned,98,2023-09-16T02:15:47
2945,301,Points Earned,42,2023-11-21T02:15:47
2946,301,Points Earned,58,2023-07-26T02:15:47
2947,301,Tier Upgrade,0,2024-04-25T02:15:47
2948,301,Tier Upgrade,0,2024-05-07T02:15:47
2949,301,Points Earned,98,2023-11-17T02:15:47
2950,301,Points Earned,18,2023-12-04T02:15:47
2951,301,Points Earned,52,2024-01-10T02:15:47
2952,301,Tier Upgrade,0,2023-10-15T02:15:47
2953,301,Points Redeemed,-27,2023-06-27T02:15:47
2954,301,Tier Upgrade,0,2024-03-28T02:15:47
2955,301,Points Earned,60,2023-08-05T02:15:47
2956,301,Current Tier,518,2024-06-12T02:15:47
2957,302,Points Earned,10,2024-03-07T02:15:47
2958,302,Tier Upgrade,0,2024-06-03T02:15:47
2959,302,Tier Upgrade,0,2023-07-08T02:15:47
2960,302,Points Redeemed,-10,2024-05-17T02:15:47
2961,302,Points Earned,25,2023-09-29T02:15:47
2962,302,Points Redeemed,-17,2023-12-26T02:15:47
2963,302,Points Earned,78,2023-08-26T02:15:47
2964,302,Points Redeemed,-41,2023-07-17T02:15:47
2965,302,Tier Upgrade,0,2024-06-10T02:15:47
2966,302,Points Earned,11,2024-02-04T02:15:47
2967,302,Points Earned,15,2023-08-03T02:15:47
2968,302,Points Earned,84,2024-03-18T02:15:47
2969,302,Points Earned,50,2024-01-13T02:15:47
2970,302,Points Earned,67,2023-06-18T02:15:47
2971,302,Points Earned,31,2023-08-19T02:15:47
2972,302,Points Earned,16,2024-05-31T02:15:47
2973,302,Points Redeemed,-148,2023-10-15T02:15:47
2974,302,Points Redeemed,-165,2023-12-06T02:15:47
2975,302,Tier Upgrade,0,2024-05-27T02:15:47
2976,302,Points Earned,27,2023-10-27T02:15:47
2977,302,Tier Upgrade,0,2023-12-01T02:15:47
2978,302,Points Redeemed,-19,2023-09-27T02:15:47
2979,302,Tier Upgrade,0,2023-10-01T02:15:47
2980,302,Current Tier,14,2024-06-12T02:15:47
2981,303,Tier Upgrade,0,2023-06-19T02:15:47
2982,303,Points Earned,95,2023-11-29T02:15:47
2983,303,Tier Upgrade,0,2023-11-10T02:15:47
2984,303,Tier Upgrade,0,2023-10-15T02:15:47
2985,303,Tier Upgrade,0,2024-01-05T02:15:47
2986,303,Points Redeemed,-76,2023-08-03T02:15:47
