transaction_id,customer_id,date,time,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
7047,426,2024-02-20,16:05:00,11,3,3.7,Credit Card,In-store,3,,0.0
7048,702,2023-10-10,09:13:00,14,4,4.33,Cash,Online,,,0.0
7049,538,2023-12-01,09:40:00,17,4,3.59,Cash,Online,,,0.0
7050,766,2023-07-28,11:28:00,24,5,2.96,Cash,In-store,1,,0.0
7051,495,2023-11-04,15:54:00,10,5,3.41,Credit Card,In-store,2,5,2.88
7052,397,2024-01-25,14:48:00,1,5,6.17,Credit Card,Online,,,0.0
7053,562,2023-10-25,17:57:00,18,1,5.14,Credit Card,In-store,2,,0.0
7054,808,2024-05-31,19:00:00,3,4,2.83,Cash,In-store,2,5,1.68
7055,644,2023-06-21,13:49:00,13,2,3.41,Mobile Pay,Online,,,0.0
7056,612,2023-10-02,11:10:00,4,1,5.53,Credit Card,In-store,1,2,1.44
7057,350,2024-03-21,19:46:00,1,2,6.17,Mobile Pay,In-store,1,3,3.57
7058,592,2024-04-24,15:34:00,24,5,2.96,Cash,Online,,1,2.45
7059,506,2023-08-16,09:35:00,16,1,4.89,Cash,Online,,,0.0
7060,155,2024-02-16,10:46:00,24,4,2.96,Cash,Online,,,0.0
7061,523,2023-12-06,09:12:00,8,1,4.66,Credit Card,Online,,,0.0
7062,263,2024-01-09,20:38:00,11,4,3.7,Credit Card,In-store,2,,0.0
7063,621,2023-08-09,13:49:00,7,1,3.43,Cash,Online,,,0.0
7064,349,2023-11-14,10:45:00,15,4,3.78,Credit Card,Online,,,0.0
7065,599,2023-11-16,15:59:00,6,1,3.51,Mobile Pay,Online,,3,1.01
7066,761,2023-08-01,15:56:00,11,3,3.7,Mobile Pay,Online,,2,1.95
7067,656,2024-06-01,12:12:00,20,2,5.96,Cash,In-store,3,4,1.54
7068,214,2024-02-15,18:49:00,21,5,4.82,Credit Card,Online,,2,5.59
7069,338,2024-04-25,08:58:00,12,2,5.06,Mobile Pay,In-store,2,,0.0
7070,189,2023-06-17,15:56:00,18,3,5.14,Cash,In-store,2,,0.0
7071,544,2024-04-03,14:14:00,14,2,4.33,Cash,Online,,,0.0
7072,748,2023-12-06,14:57:00,25,5,6.48,Credit Card,Online,,,0.0
7073,691,2023-09-02,15:28:00,12,3,5.06,Cash,In-store,2,,0.0
7074,594,2024-01-02,18:44:00,6,3,3.51,Credit Card,Online,,,0.0
7075,142,2024-04-24,18:49:00,2,4,4.32,Credit Card,Online,,,0.0
7076,469,2023-06-30,15:18:00,24,2,2.96,Cash,Online,,,0.0
7077,760,2024-02-10,14:21:00,14,1,4.33,Credit Card,In-store,2,,0.0
7078,273,2024-04-19,16:29:00,24,2,2.96,Credit Card,Online,,,0.0
7079,320,2023-09-15,08:51:00,9,4,3.04,Mobile Pay,In-store,3,,0.0
7080,389,2023-09-06,17:02:00,16,1,4.89,Credit Card,In-store,2,,0.0
7081,676,2023-10-27,16:03:00,20,4,5.96,Mobile Pay,Online,,,0.0
7082,798,2023-06-14,19:32:00,9,5,3.04,Cash,In-store,1,2,4.36
7083,538,2024-02-28,16:23:00,14,3,4.33,Credit Card,In-store,1,,0.0
7084,138,2024-05-25,16:10:00,14,1,4.33,Credit Card,In-store,1,,0.0
7085,670,2023-12-21,13:37:00,17,3,3.59,Mobile Pay,Online,,,0.0
7086,223,2023-12-18,15:42:00,15,1,3.78,Cash,In-store,1,,0.0
7087,445,2023-11-13,19:10:00,22,2,6.38,Credit Card,Online,,3,3.11
7088,455,2023-11-20,16:19:00,24,5,2.96,Cash,In-store,1,,0.0
7089,199,2024-04-20,08:24:00,8,4,4.66,Credit Card,In-store,1,,0.0
7090,202,2023-09-29,13:30:00,18,1,5.14,Cash,In-store,2,3,1.35
7091,422,2023-11-06,18:08:00,6,3,3.51,Cash,Online,,,0.0
7092,761,2024-04-14,08:28:00,12,3,5.06,Mobile Pay,In-store,2,,0.0
7093,250,2024-05-23,19:59:00,17,1,3.59,Mobile Pay,In-store,3,,0.0
7094,341,2023-06-16,16:43:00,21,4,4.82,Mobile Pay,In-store,2,,0.0
7095,498,2024-01-04,10:37:00,5,3,4.36,Mobile Pay,In-store,1,,0.0
7096,207,2023-08-23,11:37:00,14,1,4.33,Cash,In-store,2,,0.0
7097,674,2023-08-25,16:23:00,22,5,6.38,Mobile Pay,In-store,3,4,6.26
7098,776,2024-04-17,16:16:00,14,1,4.33,Mobile Pay,In-store,1,,0.0
7099,470,2024-01-17,15:44:00,10,5,3.41,Credit Card,Online,,,0.0
7100,362,2024-05-27,09:15:00,6,5,3.51,Mobile Pay,In-store,3,,0.0
7101,415,2024-03-26,12:54:00,3,3,2.83,Mobile Pay,In-store,1,,0.0
7102,632,2023-07-07,09:55:00,22,1,6.38,Mobile Pay,In-store,3,2,1.63
7103,485,2024-05-03,16:39:00,20,1,5.96,Credit Card,In-store,2,1,1.45
7104,624,2024-05-22,14:35:00,3,2,2.83,Credit Card,In-store,1,,0.0
7105,397,2024-04-23,14:14:00,20,5,5.96,Cash,Online,,,0.0
7106,741,2023-10-14,10:57:00,16,3,4.89,Credit Card,In-store,2,1,3.33
7107,520,2024-03-29,16:32:00,14,5,4.33,Mobile Pay,Online,,1,5.55
7108,804,2023-08-10,14:21:00,5,4,4.36,Cash,Online,,5,3.24
7109,441,2023-08-15,17:12:00,23,1,3.63,Cash,In-store,3,1,0.77
7110,344,2024-05-10,14:11:00,23,5,3.63,Credit Card,In-store,3,,0.0
7111,691,2024-03-07,15:31:00,21,1,4.82,Mobile Pay,Online,,,0.0
7112,676,2023-09-06,12:33:00,19,4,3.74,Mobile Pay,Online,,,0.0
7113,202,2023-11-20,16:14:00,12,2,5.06,Credit Card,In-store,2,,0.0
7114,191,2023-06-07,09:20:00,18,4,5.14,Credit Card,In-store,2,,0.0
7115,467,2023-07-31,14:25:00,5,2,4.36,Cash,In-store,1,,0.0
7116,135,2024-05-21,18:14:00,12,3,5.06,Cash,In-store,2,,0.0
7117,389,2024-05-31,18:27:00,11,1,3.7,Credit Card,In-store,3,,0.0
7118,641,2023-09-02,08:57:00,15,1,3.78,Credit Card,Online,,,0.0
7119,220,2023-12-13,12:17:00,2,3,4.32,Mobile Pay,In-store,1,,0.0
7120,411,2023-06-10,11:54:00,24,2,2.96,Cash,In-store,2,,0.0
7121,336,2023-07-21,18:50:00,16,1,4.89,Cash,In-store,3,,0.0
7122,581,2023-08-08,18:15:00,18,1,5.14,Credit Card,Online,,,0.0
7123,625,2023-07-16,13:54:00,11,4,3.7,Credit Card,Online,,,0.0
7124,461,2024-01-10,08:54:00,6,2,3.51,Mobile Pay,In-store,2,,0.0
7125,733,2024-05-12,10:19:00,16,2,4.89,Mobile Pay,Online,,,0.0
7126,196,2023-12-02,11:54:00,12,1,5.06,Mobile Pay,Online,,,0.0
7127,120,2023-12-17,15:00:00,16,4,4.89,Cash,In-store,2,4,5.29
7128,732,2024-04-24,13:44:00,18,3,5.14,Credit Card,In-store,2,,0.0
7129,757,2023-06-14,11:57:00,4,2,5.53,Mobile Pay,Online,,,0.0
7130,303,2023-08-31,20:12:00,24,5,2.96,Mobile Pay,In-store,2,,0.0
7131,406,2023-10-27,09:49:00,8,5,4.66,Mobile Pay,Online,,,0.0
7132,727,2023-12-06,09:47:00,5,1,4.36,Credit Card,Online,,,0.0
7133,159,2023-06-21,12:05:00,19,3,3.74,Credit Card,Online,,2,1.63
7134,709,2023-07-24,09:16:00,1,1,6.17,Credit Card,Online,,,0.0
7135,405,2023-07-31,10:24:00,6,4,3.51,Credit Card,Online,,,0.0
7136,581,2023-08-12,16:12:00,9,1,3.04,Credit Card,Online,,3,0.4
7137,669,2023-06-22,12:28:00,19,3,3.74,Mobile Pay,Online,,5,1.97
7138,374,2024-02-21,08:07:00,10,5,3.41,Mobile Pay,In-store,3,,0.0
7139,504,2023-06-21,11:42:00,18,1,5.14,Cash,In-store,2,1,0.81
7140,762,2023-06-30,12:27:00,25,1,6.48,Credit Card,In-store,3,4,1.38
7141,362,2024-02-09,18:18:00,15,3,3.78,Credit Card,In-store,1,,0.0
7142,282,2023-06-20,08:49:00,25,5,6.48,Cash,In-store,3,,0.0
7143,358,2023-11-26,14:16:00,19,3,3.74,Cash,Online,,,0.0
7144,451,2024-04-13,08:36:00,13,1,3.41,Credit Card,In-store,2,5,0.71
7145,309,2024-06-04,10:02:00,8,5,4.66,Cash,Online,,,0.0
7146,768,2023-08-03,20:04:00,9,2,3.04,Credit Card,In-store,3,4,0.66
7147,668,2023-07-22,08:09:00,23,3,3.63,Cash,In-store,3,,0.0
7148,213,2024-04-18,14:35:00,7,2,3.43,Mobile Pay,In-store,1,,0.0
7149,379,2024-01-19,13:13:00,23,4,3.63,Credit Card,In-store,2,3,2.59
7150,607,2024-05-14,20:39:00,16,3,4.89,Mobile Pay,Online,,2,2.53
7151,230,2023-09-23,19:51:00,22,1,6.38,Credit Card,Online,,,0.0
7152,164,2024-04-17,10:07:00,16,1,4.89,Mobile Pay,In-store,3,1,0.94
7153,790,2023-10-25,09:22:00,14,1,4.33,Mobile Pay,Online,,3,0.69
7154,269,2023-06-10,13:02:00,19,2,3.74,Mobile Pay,In-store,1,,0.0
7155,205,2023-06-12,11:28:00,5,5,4.36,Mobile Pay,In-store,2,5,3.73
7156,701,2024-04-04,17:49:00,10,4,3.41,Cash,In-store,1,5,3.24
7157,804,2023-11-02,19:56:00,23,2,3.63,Credit Card,In-store,2,1,1.98
7158,281,2023-12-25,17:51:00,25,5,6.48,Cash,In-store,3,5,7.26
7159,368,2023-07-31,18:01:00,20,4,5.96,Credit Card,In-store,2,,0.0
7160,375,2024-04-26,20:24:00,4,5,5.53,Mobile Pay,In-store,3,,0.0
7161,625,2023-06-17,13:00:00,1,3,6.17,Credit Card,Online,,,0.0
7162,592,2023-08-26,13:35:00,21,1,4.82,Mobile Pay,Online,,,0.0
7163,180,2023-07-26,18:14:00,16,4,4.89,Mobile Pay,Online,,,0.0
7164,342,2024-03-24,14:18:00,7,3,3.43,Credit Card,Online,,4,1.56
7165,260,2023-07-08,12:12:00,9,4,3.04,Mobile Pay,In-store,3,,0.0
7166,210,2023-12-11,08:57:00,11,5,3.7,Mobile Pay,Online,,,0.0
7167,751,2024-05-14,08:48:00,7,4,3.43,Credit Card,Online,,5,2.6
7168,445,2024-01-09,10:10:00,3,5,2.83,Mobile Pay,In-store,3,,0.0
7169,763,2023-09-03,14:10:00,5,1,4.36,Mobile Pay,Online,,,0.0
7170,791,2023-11-14,13:13:00,12,1,5.06,Credit Card,In-store,3,1,0.68
7171,250,2024-04-22,15:59:00,7,1,3.43,Credit Card,In-store,2,,0.0
7172,433,2023-09-07,09:12:00,23,2,3.63,Credit Card,Online,,,0.0
7173,723,2023-12-06,13:55:00,11,1,3.7,Cash,Online,,,0.0
7174,312,2024-02-24,15:17:00,15,1,3.78,Mobile Pay,Online,,,0.0
7175,726,2023-08-12,11:36:00,14,3,4.33,Credit Card,Online,,2,3.8
7176,805,2024-03-23,10:49:00,3,4,2.83,Credit Card,In-store,3,,0.0
7177,272,2024-03-20,18:50:00,1,4,6.17,Cash,In-store,1,,0.0
7178,109,2024-02-18,19:52:00,3,5,2.83,Cash,In-store,3,,0.0
7179,149,2024-04-09,12:02:00,23,2,3.63,Mobile Pay,In-store,2,,0.0
7180,518,2023-12-09,15:15:00,5,5,4.36,Mobile Pay,Online,,,0.0
7181,714,2024-05-17,18:43:00,23,4,3.63,Credit Card,In-store,2,5,3.89
7182,305,2024-03-06,09:58:00,13,4,3.41,Mobile Pay,In-store,1,,0.0
7183,115,2023-07-08,15:30:00,5,3,4.36,Cash,In-store,3,,0.0
7184,744,2024-04-27,13:48:00,4,3,5.53,Cash,Online,,,0.0
7185,664,2023-11-27,10:48:00,8,1,4.66,Cash,Online,,,0.0
7186,265,2023-10-18,19:25:00,22,5,6.38,Credit Card,In-store,2,2,8.6
7187,135,2023-09-06,11:58:00,14,4,4.33,Mobile Pay,In-store,2,,0.0
7188,738,2023-06-29,19:59:00,21,2,4.82,Cash,In-store,1,,0.0
7189,808,2023-09-27,19:17:00,6,4,3.51,Mobile Pay,Online,,,0.0
7190,231,2023-11-06,15:45:00,17,2,3.59,Cash,Online,,,0.0
7191,367,2023-08-22,19:19:00,4,4,5.53,Cash,In-store,2,,0.0
7192,141,2024-01-29,19:47:00,23,4,3.63,Credit Card,Online,,3,3.28
7193,519,2023-12-28,12:15:00,25,1,6.48,Credit Card,In-store,2,,0.0
7194,376,2024-05-21,12:26:00,11,1,3.7,Credit Card,In-store,3,3,0.77
7195,704,2024-03-19,16:22:00,1,4,6.17,Mobile Pay,In-store,2,,0.0
7196,808,2023-10-30,17:18:00,19,5,3.74,Mobile Pay,Online,,,0.0
7197,262,2023-10-01,17:55:00,11,1,3.7,Cash,Online,,,0.0
7198,577,2023-11-01,14:00:00,13,5,3.41,Credit Card,Online,,3,2.78
7199,182,2023-06-15,17:23:00,5,2,4.36,Mobile Pay,Online,,,0.0
7200,110,2023-10-01,16:08:00,10,5,3.41,Credit Card,In-store,2,,0.0
7201,113,2023-12-05,09:28:00,2,5,4.32,Cash,In-store,1,,0.0
7202,631,2023-11-06,13:37:00,4,3,5.53,Credit Card,Online,,4,3.79
7203,617,2024-05-31,09:19:00,17,5,3.59,Credit Card,Online,,,0.0
7204,526,2024-04-26,11:41:00,3,4,2.83,Cash,Online,,,0.0
7205,587,2023-11-09,20:13:00,9,5,3.04,Cash,Online,,3,3.25
7206,577,2024-04-03,13:15:00,8,1,4.66,Credit Card,In-store,1,,0.0
7207,783,2023-08-29,12:50:00,12,1,5.06,Mobile Pay,Online,,1,1.41
7208,564,2023-06-17,17:03:00,16,3,4.89,Credit Card,Online,,4,1.98
7209,661,2023-11-20,08:11:00,5,2,4.36,Mobile Pay,Online,,,0.0
7210,129,2023-10-11,09:28:00,18,5,5.14,Credit Card,Online,,,0.0
7211,264,2024-05-29,13:23:00,16,4,4.89,Cash,Online,,,0.0
7212,200,2024-01-13,16:14:00,11,5,3.7,Mobile Pay,In-store,1,1,3.86
7213,775,2023-11-01,11:17:00,20,2,5.96,Cash,In-store,3,5,3.36
7214,802,2023-08-23,18:51:00,24,5,2.96,Mobile Pay,Online,,,0.0
7215,273,2024-01-06,12:56:00,7,4,3.43,Cash,Online,,,0.0
7216,470,2023-09-23,19:01:00,21,3,4.82,Mobile Pay,In-store,3,,0.0
7217,646,2023-08-29,08:40:00,3,5,2.83,Cash,Online,,,0.0
7218,690,2023-11-28,17:43:00,24,4,2.96,Credit Card,In-store,2,5,1.95
7219,448,2023-09-18,17:44:00,23,1,3.63,Mobile Pay,Online,,,0.0
7220,747,2023-09-11,13:02:00,15,3,3.78,Credit Card,Online,,1,1.49
7221,599,2024-03-26,10:56:00,6,4,3.51,Credit Card,Online,,,0.0
7222,118,2024-04-11,09:57:00,1,5,6.17,Credit Card,Online,,2,4.13
7223,738,2023-09-23,10:47:00,13,2,3.41,Credit Card,In-store,1,3,0.69
7224,223,2023-08-08,11:23:00,2,2,4.32,Credit Card,Online,,,0.0
7225,523,2023-07-04,18:56:00,6,4,3.51,Credit Card,In-store,2,,0.0
7226,466,2024-05-19,09:42:00,6,2,3.51,Mobile Pay,Online,,,0.0
7227,607,2023-08-20,20:24:00,21,5,4.82,Cash,In-store,2,,0.0
7228,396,2023-11-03,11:45:00,16,1,4.89,Mobile Pay,Online,,,0.0
7229,730,2023-08-27,18:16:00,11,1,3.7,Credit Card,Online,,3,0.88
7230,609,2024-02-16,08:57:00,10,2,3.41,Cash,Online,,1,0.85
7231,751,2024-01-21,18:48:00,20,2,5.96,Credit Card,In-store,3,,0.0
7232,105,2023-12-29,17:26:00,21,2,4.82,Credit Card,Online,,,0.0
7233,568,2023-09-11,08:11:00,18,1,5.14,Credit Card,In-store,3,,0.0
7234,328,2023-11-06,13:05:00,20,1,5.96,Mobile Pay,In-store,2,5,1.45
7235,454,2023-08-02,14:44:00,23,4,3.63,Mobile Pay,Online,,,0.0
7236,291,2023-09-03,11:28:00,13,4,3.41,Mobile Pay,Online,,,0.0
7237,370,2023-12-17,16:57:00,25,3,6.48,Cash,In-store,1,,0.0
7238,789,2023-12-17,14:07:00,3,5,2.83,Credit Card,Online,,4,3.23
7239,310,2024-02-02,14:27:00,25,4,6.48,Mobile Pay,In-store,1,,0.0
7240,460,2024-03-30,11:03:00,24,2,2.96,Credit Card,Online,,1,0.9
7241,338,2023-06-20,18:18:00,19,1,3.74,Cash,In-store,1,,0.0
7242,519,2023-06-17,11:09:00,2,2,4.32,Mobile Pay,In-store,3,3,0.96
7243,185,2023-10-01,17:03:00,3,3,2.83,Cash,Online,,4,1.39
7244,732,2024-02-24,19:06:00,9,6,3.04,Credit Card,In-store,2,,0.0
7245,632,2023-08-21,08:08:00,12,3,5.06,Cash,Online,,,0.0
7246,527,2024-05-06,17:04:00,3,1,2.83,Mobile Pay,In-store,1,5,0.77
7247,203,2023-07-26,08:47:00,11,2,3.7,Mobile Pay,Online,,,0.0
7248,418,2023-11-24,19:50:00,11,1,3.7,Mobile Pay,In-store,3,,0.0
7249,581,2023-12-13,17:47:00,4,3,5.53,Cash,Online,,,0.0
7250,116,2024-01-22,15:51:00,5,5,4.36,Mobile Pay,In-store,1,4,2.59
7251,525,2024-05-16,12:30:00,4,5,5.53,Credit Card,Online,,,0.0
7252,178,2024-06-03,14:01:00,10,1,3.41,Mobile Pay,In-store,2,,0.0
7253,501,2024-05-09,20:27:00,25,3,6.48,Cash,Online,,,0.0
7254,739,2024-02-13,16:08:00,3,2,2.83,Mobile Pay,In-store,3,,0.0
7255,378,2023-11-12,19:46:00,12,5,5.06,Credit Card,Online,,,0.0
7256,102,2023-06-26,19:50:00,9,5,3.04,Credit Card,Online,,,0.0
7257,579,2024-02-16,09:40:00,19,4,3.74,Cash,Online,,,0.0
7258,326,2023-10-26,14:02:00,21,2,4.82,Cash,Online,,,0.0
7259,274,2023-08-06,11:04:00,3,4,2.83,Cash,In-store,1,2,2.66
7260,654,2024-01-27,12:56:00,7,4,3.43,Credit Card,In-store,3,,0.0
7261,729,2023-09-02,09:34:00,22,3,6.38,Mobile Pay,Online,,1,5.55
7262,107,2023-08-29,10:22:00,16,5,4.89,Mobile Pay,In-store,2,,0.0
7263,650,2023-07-06,19:38:00,6,1,3.51,Credit Card,In-store,3,,0.0
7264,693,2024-01-11,16:18:00,4,3,5.53,Credit Card,In-store,2,1,1.91
7265,543,2023-07-23,10:26:00,3,4,2.83,Mobile Pay,In-store,2,,0.0
7266,338,2023-09-08,17:03:00,12,2,5.06,Credit Card,Online,,,0.0
7267,786,2023-11-26,17:39:00,5,4,4.36,Cash,In-store,1,4,2.84
7268,527,2023-09-08,12:36:00,3,2,2.83,Mobile Pay,Online,,,0.0
7269,567,2023-06-07,19:11:00,4,1,5.53,Mobile Pay,In-store,2,,0.0
7270,664,2023-10-06,15:00:00,8,5,4.66,Mobile Pay,In-store,2,2,2.58
7271,546,2023-06-06,15:38:00,2,1,4.32,Mobile Pay,Online,,,0.0
7272,740,2024-02-17,20:55:00,12,1,5.06,Cash,Online,,,0.0
7273,154,2023-08-27,09:41:00,17,5,3.59,Cash,Online,,3,3.56
7274,260,2024-04-24,18:42:00,3,5,2.83,Cash,Online,,,0.0
7275,323,2024-01-10,12:07:00,9,3,3.04,Cash,Online,,,0.0
7276,715,2023-10-28,11:56:00,1,1,6.17,Cash,In-store,2,,0.0
7277,389,2023-07-23,19:06:00,21,5,4.82,Credit Card,Online,,,0.0
7278,133,2024-01-25,18:29:00,14,1,4.33,Mobile Pay,In-store,3,,0.0
7279,194,2023-10-20,15:22:00,14,2,4.33,Cash,Online,,,0.0
7280,733,2023-06-08,20:22:00,20,5,5.96,Mobile Pay,Online,,,0.0
7281,374,2023-11-12,13:39:00,16,3,4.89,Mobile Pay,Online,,,0.0
7282,761,2024-02-03,14:58:00,16,1,4.89,Credit Card,In-store,3,,0.0
7283,125,2023-09-23,12:15:00,1,1,6.17,Cash,In-store,3,,0.0
7284,754,2023-08-11,14:24:00,2,5,4.32,Cash,In-store,1,2,2.89
7285,538,2024-03-05,11:07:00,13,1,3.41,Credit Card,Online,,,0.0
7286,643,2024-02-20,12:16:00,20,5,5.96,Credit Card,In-store,1,1,4.27
7287,674,2023-12-06,19:20:00,18,5,5.14,Credit Card,In-store,2,1,4.74
7288,474,2023-12-09,12:15:00,10,5,3.41,Cash,In-store,1,,0.0
7289,620,2023-06-06,16:20:00,1,3,6.17,Mobile Pay,Online,,2,5.45
7290,144,2023-09-19,15:55:00,5,3,4.36,Mobile Pay,Online,,3,1.81
7291,613,2024-04-26,13:45:00,5,4,4.36,Cash,In-store,2,2,4.11
7292,800,2023-11-03,14:23:00,24,3,2.96,Cash,Online,,5,1.74
7293,651,2023-09-28,13:52:00,1,5,6.17,Cash,In-store,2,,0.0
7294,754,2023-12-07,13:59:00,5,1,4.36,Cash,In-store,3,,0.0
7295,234,2024-03-17,16:10:00,13,1,3.41,Mobile Pay,In-store,1,,0.0
7296,628,2023-06-20,09:50:00,17,2,3.59,Mobile Pay,Online,,5,1.62
7297,796,2024-03-13,19:26:00,21,2,4.82,Cash,In-store,3,,0.0
7298,202,2023-07-25,14:28:00,20,1,5.96,Credit Card,Online,,,0.0
7299,244,2023-10-06,08:25:00,16,1,4.89,Cash,Online,,,0.0
7300,731,2023-07-10,12:38:00,4,5,5.53,Credit Card,In-store,1,,0.0
7301,677,2023-12-02,11:23:00,10,3,3.41,Credit Card,Online,,,0.0
7302,351,2024-03-22,17:28:00,19,3,3.74,Mobile Pay,In-store,1,,0.0
7303,592,2023-07-27,16:48:00,4,1,5.53,Cash,In-store,1,,0.0
7304,365,2024-01-21,17:11:00,18,4,5.14,Mobile Pay,Online,,,0.0
7305,551,2023-12-06,08:25:00,25,4,6.48,Mobile Pay,Online,,,0.0
7306,244,2023-09-20,20:27:00,22,1,6.38,Credit Card,In-store,1,,0.0
7307,247,2024-02-21,15:58:00,14,1,4.33,Cash,In-store,1,,0.0
7308,797,2023-06-13,15:48:00,15,3,3.78,Credit Card,In-store,1,3,3.04
7309,262,2024-05-09,15:24:00,3,2,2.83,Mobile Pay,In-store,1,,0.0
7310,698,2024-03-25,19:58:00,10,2,3.41,Credit Card,In-store,3,,0.0
7311,206,2023-09-11,08:06:00,20,1,5.96,Credit Card,In-store,1,,0.0
7312,169,2023-06-19,17:08:00,18,2,5.14,Mobile Pay,In-store,3,,0.0
7313,349,2023-10-20,14:40:00,13,4,3.41,Credit Card,Online,,,0.0
7314,110,2024-03-22,15:34:00,3,1,2.83,Mobile Pay,Online,,,0.0
7315,319,2023-07-08,10:15:00,21,3,4.82,Cash,In-store,2,,0.0
7316,721,2023-08-15,14:51:00,23,2,3.63,Mobile Pay,Online,,,0.0
7317,391,2023-10-24,13:58:00,12,4,5.06,Cash,In-store,2,,0.0
7318,746,2024-05-18,15:08:00,12,3,5.06,Credit Card,Online,,,0.0
7319,594,2024-02-28,17:09:00,4,3,5.53,Cash,Online,,5,2.41
7320,310,2023-10-17,08:19:00,19,5,3.74,Credit Card,Online,,,0.0
7321,300,2023-10-01,10:49:00,19,2,3.74,Cash,In-store,2,4,0.85
7322,561,2024-03-23,10:24:00,2,5,4.32,Cash,Online,,,0.0
7323,163,2024-04-25,20:29:00,11,3,3.7,Cash,Online,,,0.0
7324,306,2023-11-17,10:33:00,24,5,2.96,Cash,Online,,4,3.71
7325,187,2024-05-10,18:28:00,13,5,3.41,Cash,Online,,,0.0
7326,253,2023-10-09,08:07:00,15,2,3.78,Cash,Online,,,0.0
7327,187,2023-10-13,18:07:00,21,3,4.82,Cash,Online,,,0.0
7328,713,2023-09-07,14:35:00,8,2,4.66,Credit Card,In-store,3,3,1.12
7329,618,2024-05-15,17:08:00,15,1,3.78,Cash,In-store,2,,0.0
7330,722,2023-07-30,14:29:00,11,4,3.7,Mobile Pay,In-store,1,,0.0
7331,440,2023-07-25,10:32:00,15,4,3.78,Cash,In-store,3,,0.0
7332,358,2023-06-09,18:43:00,11,4,3.7,Cash,In-store,3,,0.0
7333,529,2024-04-14,12:32:00,7,5,3.43,Credit Card,Online,,,0.0
7334,141,2023-09-07,14:23:00,12,1,5.06,Cash,In-store,3,,0.0
7335,127,2024-01-30,13:24:00,6,3,3.51,Cash,Online,,4,1.53
7336,655,2023-09-08,13:16:00,13,4,3.41,Cash,Online,,,0.0
7337,154,2024-02-23,12:35:00,16,4,4.89,Mobile Pay,Online,,,0.0
7338,144,2023-07-17,16:34:00,4,3,5.53,Mobile Pay,In-store,2,,0.0
7339,225,2023-07-25,08:50:00,13,2,3.41,Cash,Online,,,0.0
7340,244,2024-04-02,15:06:00,10,1,3.41,Cash,In-store,2,,0.0
7341,381,2024-04-03,20:23:00,22,5,6.38,Mobile Pay,Online,,4,8.96
7342,395,2023-09-26,14:07:00,12,5,5.06,Cash,Online,,,0.0
7343,525,2023-07-01,20:15:00,11,3,3.7,Cash,Online,,,0.0
7344,701,2024-02-26,16:12:00,13,5,3.41,Cash,In-store,1,,0.0
7345,320,2023-12-06,13:43:00,2,5,4.32,Cash,In-store,3,,0.0
7346,591,2023-08-27,18:35:00,10,5,3.41,Cash,In-store,3,,0.0
7347,187,2024-01-19,15:23:00,20,2,5.96,Credit Card,In-store,3,5,3.43
7348,466,2024-01-21,20:42:00,23,5,3.63,Cash,In-store,3,4,4.9
7349,605,2024-05-25,10:28:00,10,1,3.41,Credit Card,In-store,3,,0.0
7350,375,2024-06-01,19:02:00,6,5,3.51,Credit Card,In-store,1,,0.0
7351,665,2024-03-09,09:09:00,5,1,4.36,Cash,In-store,2,,0.0
7352,708,2023-12-23,09:32:00,13,3,3.41,Mobile Pay,Online,,,0.0
7353,118,2024-01-26,20:26:00,8,3,4.66,Credit Card,In-store,1,2,1.74
7354,704,2023-08-31,12:25:00,3,2,2.83,Mobile Pay,Online,,4,1.19
7355,551,2023-11-03,13:58:00,23,1,3.63,Credit Card,In-store,2,,0.0
7356,297,2023-12-13,08:39:00,9,3,3.04,Mobile Pay,In-store,3,,0.0
7357,121,2024-05-14,15:09:00,13,5,3.41,Cash,Online,,,0.0
7358,694,2023-11-29,12:10:00,5,3,4.36,Credit Card,Online,,3,2.58
7359,479,2023-10-18,08:55:00,24,2,2.96,Cash,In-store,2,,0.0
7360,512,2024-01-15,10:55:00,6,3,3.51,Credit Card,In-store,3,,0.0
7361,676,2024-01-17,16:46:00,6,3,3.51,Mobile Pay,In-store,2,,0.0
7362,456,2023-08-21,18:32:00,17,2,3.59,Cash,Online,,4,2.05
7363,329,2023-08-15,19:38:00,4,3,5.53,Cash,In-store,1,,0.0
7364,441,2024-04-02,11:58:00,21,4,4.82,Mobile Pay,In-store,1,4,2.06
7365,563,2024-01-14,10:54:00,24,5,2.96,Cash,In-store,3,3,2.05
7366,708,2023-11-23,10:24:00,13,1,3.41,Cash,In-store,3,,0.0
7367,120,2023-08-08,11:05:00,16,1,4.89,Mobile Pay,In-store,3,,0.0
7368,453,2023-11-16,10:35:00,4,4,5.53,Cash,In-store,3,,0.0
7369,420,2023-10-13,13:13:00,24,2,2.96,Mobile Pay,Online,,,0.0
7370,110,2024-01-08,10:10:00,13,1,3.41,Credit Card,In-store,2,,0.0
7371,698,2023-09-20,20:29:00,10,1,3.41,Cash,Online,,1,0.83
7372,739,2023-09-12,19:01:00,4,3,5.53,Mobile Pay,Online,,5,4.03
7373,718,2024-03-20,10:55:00,25,3,6.48,Cash,Online,,,0.0
7374,732,2023-06-14,16:32:00,25,1,6.48,Cash,Online,,,0.0
7375,181,2023-10-08,08:21:00,7,4,3.43,Mobile Pay,In-store,3,,0.0
7376,351,2023-07-29,17:34:00,15,3,3.78,Cash,Online,,,0.0
