EngagementId,Platform,PostType,Reach,Impressions,EngagementCount,Date
551,Twitter,Ad,227,707,70,4/29/2023
552,Twitter,Post,978,2890,24,4/29/2023
553,Facebook,Story,645,1778,145,4/30/2023
554,Facebook,Reel,4384,5498,335,4/30/2023
555,Facebook,Ad,156,190,12,4/30/2023
556,Instagram,Reel,487,999,36,4/30/2023
557,Instagram,Post,4942,6266,268,4/30/2023
558,Instagram,Post,4635,17719,30,4/30/2023
559,Facebook,Reel,4713,8124,410,5/1/2023
560,Facebook,Reel,1013,1494,121,5/1/2023
561,Instagram,Post,3859,10182,276,5/1/2023
562,Instagram,Post,528,1615,116,5/1/2023
563,Instagram,Reel,3305,7698,385,5/1/2023
564,Twitter,Story,804,3840,42,5/1/2023
565,Twitter,Ad,1814,7365,128,5/1/2023
566,Twitter,Post,4931,9602,494,5/1/2023
567,Facebook,Story,4262,5878,376,5/2/2023
568,Twitter,Ad,4756,6519,75,5/2/2023
569,Twitter,Reel,3586,8627,523,5/2/2023
570,Instagram,Story,561,1538,143,5/3/2023
571,Instagram,Ad,2445,12149,941,5/3/2023
572,Twitter,Ad,2796,4316,15,5/3/2023
573,Twitter,Ad,2572,4891,108,5/3/2023
574,Twitter,Story,3556,15746,576,5/3/2023
575,Facebook,Story,1512,1880,136,5/4/2023
576,Facebook,Reel,2481,8910,576,5/4/2023
577,Twitter,Reel,956,1964,168,5/4/2023
578,Facebook,Ad,2579,10768,37,5/5/2023
579,Facebook,Reel,1981,9100,796,5/5/2023
580,Facebook,Reel,1704,7398,81,5/5/2023
581,Instagram,Ad,1545,6272,115,5/5/2023
582,Twitter,Ad,4614,5512,78,5/6/2023
583,Twitter,Reel,1326,3796,149,5/6/2023
584,Instagram,Ad,749,2733,204,5/7/2023
585,Facebook,Ad,55,201,6,5/8/2023
586,Twitter,Ad,1535,3893,347,5/8/2023
587,Twitter,Ad,3957,9065,393,5/8/2023
588,Facebook,Ad,385,1690,56,5/9/2023
589,Instagram,Story,4729,14771,92,5/9/2023
590,Instagram,Ad,857,4084,297,5/9/2023
591,Facebook,Story,4050,8915,418,5/10/2023
592,Facebook,Story,4895,12902,890,5/10/2023
593,Facebook,Post,783,2300,200,5/10/2023
594,Instagram,Ad,3332,6001,484,5/10/2023
595,Instagram,Ad,3501,5687,270,5/10/2023
596,Facebook,Post,1131,3964,330,5/11/2023
597,Facebook,Post,2615,6738,588,5/11/2023
598,Instagram,Ad,3533,10936,351,5/11/2023
599,Instagram,Post,4614,20114,1602,5/11/2023
600,Instagram,Story,4408,7143,217,5/11/2023
601,Twitter,Reel,2267,6993,91,5/11/2023
602,Instagram,Post,394,1865,126,5/12/2023
603,Instagram,Story,1610,1758,89,5/12/2023
604,Instagram,Story,4812,7402,571,5/12/2023
605,Twitter,Story,422,425,36,5/12/2023
606,Twitter,Ad,3113,13212,781,5/12/2023
607,Twitter,Story,2908,13516,427,5/12/2023
608,Facebook,Post,4006,13041,18,5/13/2023
609,Instagram,Ad,3301,7757,113,5/13/2023
610,Instagram,Story,2016,3478,202,5/13/2023
611,Instagram,Ad,2349,2981,20,5/14/2023
612,Facebook,Post,3891,17451,975,5/15/2023
613,Facebook,Reel,2603,3173,94,5/15/2023
614,Instagram,Reel,1842,2538,177,5/15/2023
615,Instagram,Story,676,3183,100,5/15/2023
616,Twitter,Story,3455,12455,488,5/15/2023
617,Twitter,Reel,3169,4062,120,5/15/2023
618,Twitter,Story,964,2997,263,5/15/2023
619,Facebook,Story,1870,2073,166,5/16/2023
620,Facebook,Ad,1137,3123,130,5/16/2023
621,Facebook,Story,3595,6768,394,5/16/2023
622,Instagram,Ad,1646,3609,290,5/16/2023
623,Twitter,Reel,4469,13189,675,5/16/2023
624,Twitter,Post,4060,11624,1054,5/16/2023
625,Facebook,Post,63,271,23,5/17/2023
626,Facebook,Reel,594,662,18,5/17/2023
627,Facebook,Ad,4824,7216,306,5/17/2023
628,Instagram,Post,3604,12457,1040,5/17/2023
629,Instagram,Ad,4990,14514,133,5/17/2023
630,Instagram,Reel,2004,4259,208,5/17/2023
631,Twitter,Post,2185,6834,105,5/17/2023
632,Twitter,Post,4359,21351,653,5/17/2023
633,Twitter,Story,4173,4997,353,5/17/2023
634,Facebook,Reel,2420,11785,386,5/18/2023
635,Twitter,Post,3805,6544,141,5/18/2023
636,Facebook,Story,4302,21182,1594,5/19/2023
637,Facebook,Ad,1586,7665,653,5/19/2023
638,Instagram,Story,2000,5800,108,5/19/2023
639,Twitter,Story,2133,2509,146,5/19/2023
640,Facebook,Post,176,262,20,5/20/2023
641,Facebook,Story,3094,12741,13,5/20/2023
642,Facebook,Ad,1946,6589,50,5/20/2023
643,Instagram,Post,4952,5065,485,5/20/2023
644,Instagram,Reel,697,2257,34,5/20/2023
645,Twitter,Reel,1909,7353,534,5/20/2023
646,Instagram,Ad,1678,5727,177,5/21/2023
647,Instagram,Ad,112,466,11,5/21/2023
648,Instagram,Story,413,626,16,5/21/2023
649,Twitter,Reel,878,2642,237,5/21/2023
650,Facebook,Post,2230,10019,816,5/22/2023
651,Facebook,Post,2657,5231,199,5/22/2023
652,Instagram,Post,287,1071,21,5/22/2023
653,Instagram,Reel,3212,7808,36,5/22/2023
654,Twitter,Story,623,2970,178,5/22/2023
655,Twitter,Reel,3031,8226,331,5/22/2023
656,Twitter,Story,2501,5157,484,5/22/2023
657,Facebook,Reel,1564,3304,156,5/23/2023
658,Facebook,Ad,4392,14200,228,5/23/2023
659,Instagram,Post,2997,10984,424,5/23/2023
660,Twitter,Post,2436,5734,233,5/23/2023
661,Facebook,Post,974,2640,103,5/24/2023
662,Facebook,Reel,2569,7278,19,5/24/2023
663,Facebook,Reel,1618,2743,154,5/24/2023
664,Twitter,Post,3610,17080,845,5/24/2023
665,Twitter,Reel,2306,3119,90,5/24/2023
666,Facebook,Reel,2129,3941,324,5/25/2023
667,Twitter,Ad,4571,5053,389,5/25/2023
668,Twitter,Ad,3260,7977,117,5/25/2023
669,Twitter,Ad,4363,11073,1037,5/25/2023
670,Facebook,Reel,4596,20717,761,5/26/2023
671,Facebook,Post,4618,10485,730,5/26/2023
672,Instagram,Story,4548,16105,1264,5/26/2023
673,Instagram,Reel,4459,16531,750,5/26/2023
674,Instagram,Story,3983,15962,32,5/26/2023
675,Twitter,Ad,151,543,24,5/26/2023
676,Facebook,Post,1718,5247,289,5/27/2023
677,Facebook,Reel,796,1739,29,5/27/2023
678,Twitter,Story,4286,8194,142,5/27/2023
679,Twitter,Reel,399,1810,46,5/27/2023
680,Facebook,Post,67,335,25,5/28/2023
681,Twitter,Ad,3706,12456,52,5/28/2023
682,Twitter,Ad,1970,6975,471,5/28/2023
683,Twitter,Story,3520,10752,200,5/28/2023
684,Facebook,Reel,1324,1386,39,5/29/2023
685,Facebook,Post,2696,12891,1187,5/29/2023
686,Instagram,Story,664,1676,138,5/29/2023
687,Instagram,Story,3727,7948,76,5/29/2023
688,Instagram,Reel,90,96,8,5/30/2023
689,Twitter,Ad,2169,8689,284,5/30/2023
690,Facebook,Post,2345,10079,453,5/31/2023
691,Facebook,Ad,2613,8051,138,6/1/2023
692,Facebook,Post,3130,3567,172,6/1/2023
693,Facebook,Story,3289,14308,1336,6/1/2023
694,Instagram,Post,2071,8573,630,6/1/2023
695,Instagram,Ad,902,4044,276,6/1/2023
696,Instagram,Ad,437,2050,97,6/2/2023
697,Twitter,Ad,4369,12657,443,6/2/2023
698,Twitter,Reel,159,230,20,6/2/2023
699,Facebook,Ad,3577,7501,97,6/3/2023
700,Facebook,Reel,3613,16649,988,6/3/2023
701,Facebook,Reel,2364,9111,565,6/3/2023
702,Instagram,Story,3457,16462,350,6/3/2023
703,Instagram,Post,588,1426,81,6/3/2023
704,Twitter,Ad,1755,4740,264,6/3/2023
705,Facebook,Story,4329,15931,252,6/4/2023
706,Facebook,Ad,3696,5404,263,6/4/2023
707,Facebook,Post,4035,8698,614,6/4/2023
708,Instagram,Reel,992,2334,43,6/4/2023
709,Twitter,Ad,2979,8808,282,6/4/2023
710,Twitter,Post,3637,12553,508,6/4/2023
711,Twitter,Story,2899,13250,729,6/4/2023
712,Facebook,Reel,3155,8261,335,6/5/2023
713,Facebook,Ad,966,1497,66,6/5/2023
714,Instagram,Reel,3342,12467,35,6/5/2023
715,Facebook,Story,1952,9163,728,6/6/2023
716,Facebook,Ad,2700,7016,494,6/6/2023
717,Instagram,Ad,2577,9314,263,6/6/2023
718,Twitter,Ad,4576,22428,569,6/6/2023
719,Twitter,Story,660,1022,50,6/6/2023
720,Facebook,Ad,1515,7011,526,6/7/2023
721,Facebook,Post,2417,2743,8,6/7/2023
722,Instagram,Reel,1627,6297,615,6/7/2023
723,Instagram,Post,4709,20067,893,6/7/2023
724,Instagram,Ad,64,261,17,6/7/2023
725,Twitter,Ad,1193,5422,400,6/7/2023
726,Facebook,Ad,2424,11631,30,6/8/2023
727,Facebook,Ad,3850,8289,490,6/8/2023
728,Instagram,Reel,2773,8007,408,6/8/2023
729,Instagram,Post,2587,4944,477,6/8/2023
730,Instagram,Story,2148,4475,186,6/8/2023
731,Twitter,Reel,1681,3857,139,6/8/2023
732,Twitter,Ad,4203,14208,1249,6/8/2023
733,Twitter,Ad,509,1699,132,6/8/2023
734,Facebook,Ad,677,1406,128,6/9/2023
735,Instagram,Post,2467,10463,1012,6/9/2023
736,Instagram,Reel,2971,9294,220,6/9/2023
737,Twitter,Post,2470,8181,564,6/9/2023
738,Twitter,Story,3371,4113,150,6/9/2023
739,Twitter,Reel,264,301,20,6/9/2023
740,Facebook,Ad,1015,4673,76,6/10/2023
741,Facebook,Post,4348,13724,951,6/10/2023
742,Facebook,Post,1345,3822,333,6/10/2023
743,Instagram,Reel,332,521,12,6/10/2023
744,Facebook,Post,902,2075,102,6/11/2023
745,Instagram,Post,1828,2740,142,6/11/2023
746,Instagram,Story,4053,6183,456,6/11/2023
747,Twitter,Story,2061,8122,198,6/11/2023
748,Facebook,Ad,1753,5308,30,6/12/2023
749,Instagram,Story,1126,3971,217,6/12/2023
750,Instagram,Ad,1169,2249,60,6/12/2023
751,Twitter,Reel,2334,10713,250,6/12/2023
752,Twitter,Post,94,229,20,6/12/2023
753,Facebook,Reel,4699,19705,825,6/13/2023
754,Facebook,Story,4045,15770,426,6/13/2023
755,Instagram,Ad,113,517,46,6/13/2023
756,Twitter,Post,3247,7396,712,6/13/2023
757,Twitter,Ad,3735,17743,472,6/13/2023
758,Facebook,Post,4107,6899,317,6/14/2023
759,Facebook,Reel,685,795,33,6/14/2023
760,Facebook,Story,1566,4289,397,6/14/2023
761,Instagram,Reel,4405,5817,241,6/14/2023
762,Instagram,Story,1391,3177,131,6/14/2023
763,Facebook,Story,1020,4036,202,6/15/2023
764,Facebook,Post,2920,12912,1264,6/15/2023
765,Instagram,Story,2038,3875,143,6/15/2023
766,Instagram,Post,151,161,9,6/15/2023
767,Instagram,Story,1706,3610,309,6/15/2023
768,Facebook,Post,4352,9427,709,6/16/2023
769,Instagram,Reel,2015,6335,270,6/16/2023
770,Instagram,Post,3128,9258,812,6/16/2023
771,Facebook,Ad,3275,4049,305,6/17/2023
772,Facebook,Ad,3027,11888,602,6/17/2023
773,Facebook,Ad,2423,10060,652,6/17/2023
774,Instagram,Ad,1178,2865,154,6/17/2023
775,Instagram,Ad,1998,4158,37,6/17/2023
776,Instagram,Reel,2515,8219,219,6/17/2023
777,Twitter,Reel,4532,15760,1451,6/17/2023
778,Facebook,Post,1545,5724,534,6/18/2023
779,Instagram,Reel,301,790,39,6/18/2023
780,Facebook,Reel,3536,3551,299,6/19/2023
781,Facebook,Post,144,322,9,6/19/2023
782,Facebook,Reel,3842,13247,714,6/19/2023
783,Twitter,Post,659,1666,44,6/19/2023
784,Twitter,Story,2815,7972,593,6/19/2023
785,Twitter,Reel,3043,3850,172,6/19/2023
786,Instagram,Ad,634,710,12,6/20/2023
787,Instagram,Reel,2733,7431,452,6/20/2023
788,Instagram,Story,145,714,36,6/20/2023
789,Twitter,Reel,4506,7216,255,6/20/2023
790,Instagram,Story,4230,14082,1151,6/21/2023
791,Instagram,Reel,3707,7898,174,6/21/2023
792,Facebook,Post,575,1694,38,6/22/2023
793,Facebook,Reel,1236,3452,69,6/22/2023
794,Facebook,Story,683,2470,14,6/22/2023
795,Twitter,Reel,740,3397,166,6/22/2023
796,Facebook,Story,2515,12337,618,6/23/2023
797,Instagram,Ad,3360,15788,788,6/23/2023
798,Facebook,Post,1558,3978,67,6/24/2023
799,Facebook,Post,842,2525,52,6/24/2023
800,Instagram,Reel,3236,12870,1021,6/24/2023
801,Instagram,Post,3258,8502,41,6/24/2023
802,Twitter,Post,1250,1397,32,6/24/2023
803,Twitter,Reel,4744,17137,125,6/24/2023
804,Twitter,Reel,3204,5955,169,6/24/2023
805,Facebook,Post,3265,14220,275,6/25/2023
806,Facebook,Reel,4923,8822,718,6/25/2023
807,Instagram,Ad,2784,10093,436,6/25/2023
808,Twitter,Ad,3049,11166,16,6/25/2023
809,Facebook,Story,2040,6774,174,6/26/2023
810,Facebook,Story,261,1291,55,6/26/2023
811,Facebook,Post,3917,7379,99,6/26/2023
812,Instagram,Reel,3084,5494,278,6/26/2023
813,Instagram,Story,1809,6646,622,6/26/2023
814,Instagram,Post,896,1332,95,6/26/2023
815,Facebook,Post,4425,15251,181,6/27/2023
816,Facebook,Ad,1330,5300,354,6/27/2023
817,Facebook,Story,2499,8918,702,6/27/2023
818,Instagram,Reel,2920,11922,746,6/27/2023
819,Instagram,Reel,2819,13369,294,6/27/2023
820,Twitter,Post,646,647,23,6/27/2023
821,Twitter,Story,1738,3010,25,6/27/2023
822,Twitter,Post,322,938,68,6/27/2023
823,Instagram,Post,2216,7159,224,6/28/2023
824,Instagram,Story,2455,9557,334,6/28/2023
825,Instagram,Post,168,687,66,6/28/2023
826,Twitter,Reel,3163,4694,407,6/28/2023
827,Facebook,Story,699,851,35,6/29/2023
828,Facebook,Reel,4332,20343,543,6/29/2023
829,Facebook,Post,1977,8415,135,6/29/2023
830,Twitter,Story,2858,14172,660,6/29/2023
831,Facebook,Ad,890,2455,237,6/30/2023
832,Instagram,Post,3046,5941,245,7/1/2023
833,Twitter,Ad,4797,10213,680,7/1/2023
834,Twitter,Post,4038,12571,42,7/1/2023
835,Instagram,Post,3856,4010,106,7/2/2023
836,Twitter,Story,3065,8891,675,7/2/2023
837,Twitter,Reel,3913,17335,1588,7/2/2023
838,Facebook,Ad,1788,5348,531,7/3/2023
839,Instagram,Story,4685,6120,488,7/3/2023
840,Twitter,Post,2011,8162,785,7/3/2023
841,Facebook,Post,2737,8207,60,7/4/2023
842,Facebook,Reel,4893,23499,2149,7/4/2023
843,Facebook,Reel,121,465,29,7/4/2023
844,Instagram,Ad,646,2260,37,7/4/2023
845,Twitter,Story,4261,15475,535,7/4/2023
846,Twitter,Post,169,505,34,7/4/2023
847,Facebook,Reel,3855,12011,405,7/5/2023
848,Facebook,Reel,2254,4366,413,7/5/2023
849,Instagram,Ad,4229,17005,260,7/5/2023
850,Instagram,Post,1382,6349,408,7/5/2023
851,Twitter,Reel,4122,12586,801,7/5/2023
852,Twitter,Ad,599,2581,95,7/5/2023
853,Instagram,Ad,3960,7477,412,7/6/2023
854,Twitter,Story,2424,10635,908,7/6/2023
855,Twitter,Ad,2121,7960,261,7/6/2023
856,Facebook,Ad,4453,19877,975,7/7/2023
857,Facebook,Reel,1561,3759,315,7/7/2023
858,Facebook,Post,2250,4963,13,7/7/2023
859,Instagram,Post,2805,2989,7,7/7/2023
860,Twitter,Ad,4030,14567,1330,7/8/2023
861,Twitter,Reel,440,1413,119,7/8/2023
862,Facebook,Reel,2689,9277,106,7/9/2023
863,Facebook,Post,3580,13067,202,7/9/2023
864,Facebook,Reel,3840,18953,234,7/9/2023
865,Instagram,Story,4334,11871,525,7/9/2023
866,Instagram,Reel,3841,11273,600,7/9/2023
867,Instagram,Ad,4166,15883,647,7/9/2023
868,Twitter,Story,1723,7965,600,7/9/2023
869,Twitter,Post,978,1892,134,7/9/2023
870,Instagram,Ad,1157,2412,58,7/10/2023
871,Twitter,Ad,1503,1910,49,7/10/2023
872,Twitter,Reel,1139,2140,164,7/10/2023
873,Facebook,Story,4796,7334,415,7/11/2023
874,Twitter,Post,830,3641,364,7/11/2023
875,Twitter,Story,1909,5972,161,7/11/2023
876,Facebook,Post,2244,6364,298,7/12/2023
877,Instagram,Ad,1370,3630,68,7/12/2023
878,Twitter,Story,1406,3570,329,7/12/2023
879,Facebook,Reel,1221,1994,49,7/13/2023
880,Facebook,Story,712,2487,23,7/13/2023
881,Facebook,Story,4710,8614,792,7/13/2023
882,Instagram,Reel,2933,14618,737,7/13/2023
883,Instagram,Ad,214,381,9,7/13/2023
884,Instagram,Story,3481,13210,385,7/13/2023
885,Twitter,Ad,252,649,44,7/13/2023
886,Facebook,Post,1805,7861,162,7/14/2023
887,Facebook,Story,531,1252,9,7/14/2023
888,Instagram,Story,872,4111,351,7/14/2023
889,Instagram,Story,947,3034,124,7/14/2023
890,Instagram,Ad,1035,3995,68,7/14/2023
891,Twitter,Post,2228,4392,224,7/14/2023
892,Twitter,Ad,2013,4597,7,7/14/2023
893,Facebook,Reel,673,1242,32,7/15/2023
894,Facebook,Ad,2644,2816,247,7/15/2023
895,Instagram,Post,3103,10037,335,7/15/2023
896,Instagram,Reel,4719,14627,1397,7/15/2023
897,Twitter,Reel,3932,10920,62,7/15/2023
898,Instagram,Reel,465,1144,97,7/16/2023
899,Instagram,Reel,1463,2605,20,7/16/2023
900,Twitter,Post,1051,3577,73,7/16/2023
901,Twitter,Story,326,496,34,7/16/2023
902,Twitter,Ad,2604,4104,279,7/16/2023
903,Facebook,Post,3961,7151,336,7/17/2023
904,Facebook,Ad,72,285,17,7/17/2023
905,Facebook,Post,886,1067,45,7/17/2023
906,Instagram,Story,890,2558,244,7/17/2023
907,Twitter,Ad,2489,6144,255,7/17/2023
908,Facebook,Ad,4628,15385,1420,7/18/2023
909,Instagram,Reel,2464,10644,774,7/18/2023
910,Instagram,Post,4988,10436,918,7/18/2023
911,Twitter,Reel,346,613,53,7/18/2023
912,Facebook,Post,3990,18734,1707,7/19/2023
913,Facebook,Story,4223,20130,168,7/19/2023
914,Facebook,Reel,2095,6485,257,7/19/2023
915,Instagram,Story,4030,13982,240,7/19/2023
916,Instagram,Reel,4546,8784,77,7/19/2023
917,Twitter,Story,3892,7669,663,7/19/2023
918,Twitter,Story,4687,21154,1385,7/19/2023
919,Facebook,Post,4400,14284,231,7/20/2023
920,Facebook,Story,1117,1440,108,7/20/2023
921,Twitter,Post,1754,8149,269,7/20/2023
922,Twitter,Post,2007,9646,753,7/20/2023
923,Twitter,Post,3526,16697,180,7/20/2023
924,Facebook,Reel,1919,2592,236,7/21/2023
925,Facebook,Story,717,3262,261,7/21/2023
926,Instagram,Ad,1471,5819,289,7/21/2023
927,Instagram,Reel,3871,8221,18,7/21/2023
928,Twitter,Ad,786,3411,278,7/21/2023
929,Twitter,Ad,2048,5742,483,7/21/2023
930,Twitter,Ad,4252,17310,1675,7/21/2023
931,Twitter,Story,3361,3754,183,7/22/2023
932,Facebook,Story,2539,5370,359,7/23/2023
933,Facebook,Post,4098,17573,218,7/23/2023
934,Facebook,Post,3251,13640,471,7/23/2023
935,Instagram,Post,4468,17152,1678,7/23/2023
936,Instagram,Reel,4333,6709,324,7/23/2023
937,Instagram,Ad,2091,9545,18,7/23/2023
938,Twitter,Ad,78,181,13,7/23/2023
939,Twitter,Ad,832,3037,145,7/23/2023
940,Facebook,Reel,2689,9714,245,7/24/2023
941,Instagram,Ad,3909,11786,554,7/24/2023
942,Twitter,Ad,4180,10222,325,7/24/2023
943,Facebook,Story,443,2088,60,7/25/2023
944,Facebook,Ad,1089,4337,231,7/25/2023
945,Twitter,Reel,3233,14004,581,7/25/2023
946,Facebook,Ad,161,247,15,7/26/2023
947,Facebook,Reel,408,1308,8,7/26/2023
948,Facebook,Reel,270,1113,77,7/26/2023
949,Twitter,Reel,3687,8066,63,7/26/2023
950,Facebook,Post,1146,3862,120,7/27/2023
951,Instagram,Story,2544,11374,648,7/27/2023
952,Twitter,Story,4085,4922,148,7/27/2023
953,Facebook,Reel,956,2150,165,7/28/2023
954,Facebook,Reel,999,1960,16,7/28/2023
955,Instagram,Ad,4311,7061,356,7/28/2023
956,Instagram,Story,4260,20404,1589,7/28/2023
957,Twitter,Post,1497,4435,52,7/28/2023
958,Twitter,Ad,2917,10372,834,7/28/2023
959,Twitter,Post,997,3882,140,7/28/2023
960,Facebook,Ad,2175,6684,152,7/29/2023
961,Facebook,Story,3416,9219,10,7/29/2023
962,Facebook,Ad,3952,8494,586,7/29/2023
963,Instagram,Reel,2029,4734,399,7/29/2023
964,Instagram,Post,4678,19149,710,7/29/2023
965,Instagram,Ad,2579,9538,411,7/29/2023
966,Twitter,Story,2224,10109,13,7/29/2023
967,Facebook,Post,3179,4194,21,7/30/2023
968,Facebook,Story,3691,6921,680,7/30/2023
969,Instagram,Post,4546,9701,228,7/30/2023
970,Facebook,Story,499,1486,77,7/31/2023
971,Facebook,Reel,1170,4442,321,7/31/2023
972,Facebook,Post,4598,20584,1338,7/31/2023
973,Instagram,Post,4045,18834,191,7/31/2023
974,Twitter,Story,3122,10323,497,7/31/2023
975,Twitter,Reel,418,1064,77,7/31/2023
976,Facebook,Ad,1603,7309,49,8/1/2023
977,Facebook,Ad,3146,3246,83,8/1/2023
978,Twitter,Ad,3718,7886,449,8/1/2023
979,Twitter,Reel,3350,15936,908,8/1/2023
980,Twitter,Ad,4097,17545,986,8/1/2023
981,Instagram,Ad,224,764,37,8/2/2023
982,Instagram,Ad,408,707,18,8/2/2023
983,Facebook,Story,4747,8613,583,8/3/2023
984,Facebook,Reel,3351,7916,20,8/3/2023
985,Instagram,Reel,1607,6634,648,8/3/2023
986,Instagram,Ad,4724,9194,844,8/3/2023
987,Twitter,Post,4820,9108,654,8/3/2023
988,Twitter,Reel,840,2187,106,8/3/2023
989,Twitter,Story,2744,8967,70,8/3/2023
990,Facebook,Ad,1678,3490,176,8/4/2023
991,Instagram,Post,2704,13270,213,8/4/2023
992,Twitter,Ad,2430,5526,48,8/4/2023
993,Twitter,Ad,3374,6055,36,8/4/2023
994,Facebook,Reel,4730,14795,923,8/5/2023
995,Facebook,Story,621,2596,206,8/5/2023
996,Facebook,Ad,3132,7632,133,8/5/2023
997,Instagram,Story,1905,5157,41,8/5/2023
998,Facebook,Story,3354,14098,525,8/6/2023
999,Twitter,Story,1836,2835,20,8/6/2023
1000,Twitter,Ad,3624,7564,667,8/6/2023
1001,Facebook,Story,1944,6015,461,8/7/2023
1002,Facebook,Ad,4028,15240,520,8/7/2023
1003,Facebook,Post,4210,11717,936,8/7/2023
1004,Instagram,Story,3443,13349,207,8/7/2023
1005,Instagram,Post,4423,18067,422,8/7/2023
1006,Instagram,Post,1454,3600,307,8/7/2023
1007,Twitter,Ad,4497,10868,47,8/7/2023
1008,Twitter,Story,3909,10574,230,8/7/2023
1009,Twitter,Post,4301,12998,1009,8/7/2023
1010,Facebook,Story,3749,4917,103,8/8/2023
1011,Facebook,Reel,2133,6266,301,8/8/2023
1012,Facebook,Story,2951,3771,117,8/8/2023
1013,Twitter,Reel,3291,9588,737,8/8/2023
1014,Twitter,Story,1269,3098,170,8/8/2023
1015,Twitter,Reel,3912,16578,1539,8/8/2023
1016,Instagram,Reel,161,582,49,8/9/2023
1017,Instagram,Ad,625,1669,129,8/9/2023
1018,Twitter,Post,2600,3815,83,8/9/2023
1019,Instagram,Post,375,1826,44,8/10/2023
1020,Instagram,Story,861,2058,54,8/10/2023
1021,Twitter,Ad,3728,4140,239,8/10/2023
1022,Twitter,Ad,4477,15673,1223,8/10/2023
1023,Twitter,Post,3632,10265,262,8/10/2023
1024,Instagram,Story,3632,10399,894,8/11/2023
1025,Instagram,Reel,698,1557,126,8/11/2023
1026,Twitter,Post,1066,4772,257,8/11/2023
1027,Twitter,Post,882,1297,71,8/11/2023
1028,Instagram,Ad,701,2338,145,8/12/2023
1029,Twitter,Ad,2196,9898,664,8/12/2023
1030,Facebook,Reel,3865,11154,278,8/13/2023
1031,Facebook,Post,3831,12134,53,8/13/2023
1032,Facebook,Ad,1205,4525,249,8/13/2023
1033,Instagram,Ad,4127,8505,80,8/13/2023
1034,Instagram,Reel,3377,10590,854,8/13/2023
1035,Twitter,Reel,1851,4008,270,8/13/2023
1036,Facebook,Ad,2526,4403,244,8/14/2023
1037,Facebook,Ad,4133,7196,280,8/14/2023
1038,Instagram,Ad,3000,5310,289,8/14/2023
1039,Instagram,Ad,4603,22200,932,8/14/2023
1040,Twitter,Story,2049,7753,492,8/14/2023
1041,Twitter,Post,716,3540,51,8/14/2023
1042,Twitter,Reel,1233,5541,364,8/14/2023
1043,Facebook,Story,1911,3956,300,8/15/2023
1044,Instagram,Ad,3002,10819,799,8/15/2023
1045,Instagram,Reel,1484,5951,118,8/15/2023
1046,Instagram,Story,2149,4713,75,8/15/2023
1047,Facebook,Ad,3781,15779,311,8/16/2023
1048,Instagram,Reel,3028,9675,154,8/16/2023
1049,Instagram,Reel,4624,14018,66,8/16/2023
1050,Instagram,Post,1064,3848,361,8/17/2023
1051,Instagram,Reel,3938,18132,242,8/17/2023
1052,Instagram,Reel,3154,10905,1044,8/17/2023
1053,Twitter,Ad,4974,20404,274,8/17/2023
1054,Twitter,Post,2207,10496,102,8/17/2023
1055,Twitter,Story,3367,10833,714,8/17/2023
1056,Facebook,Ad,1434,3100,68,8/18/2023
1057,Facebook,Post,291,505,17,8/18/2023
1058,Facebook,Ad,1779,5247,212,8/18/2023
1059,Instagram,Ad,1046,1207,9,8/18/2023
1060,Instagram,Reel,1102,1819,47,8/18/2023
1061,Instagram,Ad,1274,1909,113,8/18/2023
1062,Twitter,Post,4084,12557,329,8/18/2023
1063,Twitter,Story,67,156,9,8/18/2023
1064,Facebook,Story,3690,14024,880,8/19/2023
1065,Instagram,Story,864,1015,15,8/19/2023
1066,Instagram,Story,1591,2827,134,8/19/2023
1067,Twitter,Story,218,396,39,8/19/2023
1068,Twitter,Ad,1897,8031,97,8/19/2023
1069,Facebook,Post,3009,5974,202,8/20/2023
1070,Facebook,Ad,748,943,30,8/20/2023
1071,Facebook,Ad,1906,5914,207,8/20/2023
1072,Instagram,Story,4145,7931,94,8/20/2023
1073,Instagram,Ad,3032,6069,120,8/20/2023
1074,Twitter,Story,2316,3890,34,8/20/2023
1075,Twitter,Ad,3855,5352,210,8/20/2023
1076,Twitter,Post,4479,9418,228,8/20/2023
1077,Facebook,Post,3065,6501,53,8/21/2023
1078,Facebook,Post,804,1191,87,8/21/2023
1079,Instagram,Story,618,1320,64,8/21/2023
1080,Instagram,Reel,4208,5643,25,8/21/2023
1081,Instagram,Post,1627,7282,591,8/21/2023
1082,Twitter,Story,2385,11362,418,8/21/2023
1083,Twitter,Post,4414,16175,938,8/21/2023
1084,Twitter,Post,2533,3601,117,8/21/2023
1085,Facebook,Ad,2561,5552,521,8/22/2023
1086,Facebook,Post,1433,5529,262,8/22/2023
1087,Twitter,Reel,3375,13040,643,8/22/2023
1088,Twitter,Post,4305,12009,533,8/22/2023
1089,Facebook,Post,4463,20345,662,8/23/2023
1090,Facebook,Post,662,1516,63,8/23/2023
1091,Twitter,Reel,3908,4140,219,8/24/2023
1092,Facebook,Story,3277,16230,1498,8/25/2023
1093,Instagram,Reel,3793,11779,774,8/25/2023
1094,Instagram,Story,1603,4520,255,8/25/2023
1095,Instagram,Story,522,2108,201,8/26/2023
1096,Instagram,Post,2076,3923,140,8/26/2023
1097,Instagram,Post,2251,10525,930,8/26/2023
1098,Twitter,Ad,2470,5778,123,8/26/2023
