transaction_id,customer_id,date,time,(No column name),product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
7721,417,2/4/2024,16:57,16:57,13,1,3.41,Mobile Pay,In-store,1,,0
7722,211,4/18/2024,8:32,8:32,8,3,4.66,Credit Card,In-store,1,,0
7723,360,3/27/2024,11:21,11:21,24,4,2.96,Cash,Online,,,0
7724,137,10/21/2023,17:25,17:25,4,3,5.53,Mobile Pay,Online,,,0
7725,676,8/3/2023,17:39,17:39,22,1,6.38,Cash,In-store,2,,0
7726,571,6/15/2023,12:26,12:26,15,5,3.78,Mobile Pay,Online,,,0
7727,703,7/8/2023,9:37,9:37,15,4,3.78,Credit Card,Online,,,0
7728,505,4/5/2024,10:23,10:23,4,5,5.53,Cash,Online,,,0
7729,217,3/13/2024,12:46,12:46,9,7,3.04,Cash,In-store,3,,0
7730,447,1/10/2024,10:43,10:43,15,2,3.78,Credit Card,In-store,3,,0
7731,254,10/1/2023,20:48,20:48,17,5,3.59,Credit Card,In-store,1,,0
7732,150,6/11/2023,8:46,8:46,7,2,3.43,Mobile Pay,In-store,2,,0
7733,398,12/16/2023,9:40,9:40,9,4,3.04,Credit Card,In-store,1,2,2.46
7734,399,11/26/2023,16:02,16:02,21,2,4.82,Credit Card,In-store,3,,0
7735,247,6/26/2023,15:19,15:19,16,1,4.89,Mobile Pay,In-store,2,,0
7736,341,3/4/2024,16:26,16:26,16,1,4.89,Credit Card,In-store,3,,0
7737,121,9/21/2023,11:50,11:50,17,1,3.59,Mobile Pay,Online,,,0
7738,318,8/25/2023,20:12,20:12,18,4,5.14,Credit Card,Online,,,0
7739,557,10/28/2023,17:26,17:26,19,1,3.74,Credit Card,In-store,1,,0
7740,221,3/27/2024,9:47,9:47,15,1,3.78,Cash,Online,,,0
7741,106,1/14/2024,17:35,17:35,12,4,5.06,Cash,In-store,1,4,3.61
7742,402,10/22/2023,20:09,20:09,11,3,3.7,Mobile Pay,Online,,,0
7743,457,11/2/2023,15:59,15:59,21,5,4.82,Credit Card,Online,,2,4.69
7744,625,10/24/2023,20:40,20:40,14,2,4.33,Mobile Pay,In-store,2,,0
7745,119,4/4/2024,17:46,17:46,1,1,6.17,Mobile Pay,In-store,3,,0
7746,252,12/5/2023,8:13,8:13,20,1,5.96,Credit Card,Online,,,0
7747,148,5/27/2024,11:41,11:41,19,3,3.74,Credit Card,Online,,,0
7748,375,2/10/2024,17:47,17:47,19,4,3.74,Mobile Pay,In-store,3,,0
7749,501,6/28/2023,15:47,15:47,3,1,2.83,Cash,In-store,2,1,0.71
7750,324,3/16/2024,18:39,18:39,4,1,5.53,Mobile Pay,Online,,,0
7751,483,10/25/2023,14:05,14:05,18,1,5.14,Mobile Pay,Online,,,0
7752,302,9/14/2023,8:59,8:59,20,3,5.96,Credit Card,In-store,2,,0
7753,169,10/11/2023,16:26,16:26,21,3,4.82,Mobile Pay,In-store,2,,0
7754,545,2/4/2024,15:45,15:45,7,5,3.43,Credit Card,Online,,2,1.95
7755,150,8/4/2023,19:52,19:52,21,1,4.82,Credit Card,In-store,1,,0
7756,160,1/15/2024,19:39,19:39,23,5,3.63,Mobile Pay,Online,,,0
7757,663,12/4/2023,8:25,8:25,13,1,3.41,Credit Card,In-store,2,,0
7758,243,12/14/2023,16:53,16:53,18,3,5.14,Cash,In-store,2,,0
7759,322,6/20/2023,10:40,10:40,7,3,3.43,Mobile Pay,In-store,2,3,1.42
7760,717,10/21/2023,20:29,20:29,9,2,3.04,Credit Card,Online,,,0
7761,311,3/31/2024,9:43,9:43,4,2,5.53,Mobile Pay,Online,,,0
7762,430,10/3/2023,16:33,16:33,14,5,4.33,Cash,In-store,1,5,4.94
7763,582,6/13/2023,17:56,17:56,16,5,4.89,Mobile Pay,In-store,3,,0
7764,225,12/28/2023,8:00,8:00,3,3,2.83,Credit Card,Online,,1,2.11
7765,636,9/21/2023,20:02,20:02,5,4,4.36,Cash,Online,,1,2.67
7766,183,5/26/2024,8:35,8:35,7,3,3.43,Cash,Online,,2,1.11
7767,494,3/8/2024,10:29,10:29,24,2,2.96,Cash,Online,,,0
7768,309,10/1/2023,14:43,14:43,10,5,3.41,Mobile Pay,Online,,,0
7769,124,6/23/2023,16:23,16:23,15,1,3.78,Cash,Online,,,0
7770,582,10/23/2023,18:14,18:14,22,4,6.38,Mobile Pay,In-store,2,,0
7771,194,9/22/2023,10:49,10:49,26,4,6.48,Cash,In-store,1,4,4.96
7772,234,5/1/2024,10:18,10:18,26,1,6.48,Mobile Pay,Online,,5,1.5
7773,506,1/21/2024,10:01,10:01,19,2,3.74,Mobile Pay,In-store,2,,0
7774,552,7/14/2023,18:39,18:39,14,1,4.33,Mobile Pay,Online,,,0
7775,306,5/25/2024,10:48,10:48,19,3,3.74,Cash,In-store,1,,0
7776,193,9/6/2023,12:31,12:31,23,4,3.63,Credit Card,In-store,2,,0
7777,531,5/29/2024,20:07,20:07,19,1,3.74,Credit Card,In-store,2,,0
7778,391,2/8/2024,18:13,18:13,16,2,4.89,Credit Card,In-store,1,,0
7779,219,6/2/2024,18:12,18:12,8,3,4.66,Mobile Pay,Online,,,0
7780,590,6/9/2023,19:01,19:01,8,2,4.66,Credit Card,In-store,3,,0
7781,290,1/6/2024,16:44,16:44,2,4,4.32,Credit Card,Online,,,0
7782,270,4/18/2024,8:22,8:22,5,3,4.36,Cash,In-store,1,,0
7783,627,4/5/2024,12:25,12:25,13,5,3.41,Cash,Online,,,0
7784,155,7/25/2023,12:59,12:59,23,4,3.63,Cash,In-store,3,,0
7785,368,7/17/2023,20:25,20:25,24,5,2.96,Credit Card,In-store,2,,0
7786,583,7/11/2023,16:39,16:39,19,2,3.74,Credit Card,In-store,1,,0
7787,601,2/20/2024,15:38,15:38,12,2,5.06,Credit Card,In-store,1,,0
7788,281,1/15/2024,9:00,9:00,17,2,3.59,Cash,In-store,3,,0
7789,169,11/26/2023,16:04,16:04,6,5,3.51,Mobile Pay,In-store,1,,0
7790,105,4/29/2024,9:36,9:36,26,3,6.48,Credit Card,Online,,5,2.16
7791,204,2/24/2024,10:47,10:47,11,5,3.7,Mobile Pay,Online,,,0
7792,364,3/12/2024,20:09,20:09,20,1,5.96,Cash,Online,,,0
7793,345,6/6/2023,13:14,13:14,11,4,3.7,Credit Card,In-store,3,,0
7794,653,2/23/2024,13:32,13:32,10,3,3.41,Credit Card,In-store,1,,0
7795,149,12/28/2023,17:16,17:16,15,2,3.78,Credit Card,In-store,2,,0
7796,537,1/25/2024,14:31,14:31,8,5,4.66,Mobile Pay,In-store,3,,0
7797,371,3/2/2024,14:54,14:54,21,5,4.82,Mobile Pay,In-store,2,2,7.09
7798,253,1/12/2024,8:54,8:54,20,3,5.96,Credit Card,Online,,,0
7799,131,6/24/2023,10:27,10:27,26,5,6.48,Cash,Online,,,0
7800,291,2/22/2024,13:47,13:47,26,2,6.48,Credit Card,In-store,2,,0
7801,133,10/19/2023,16:08,16:08,7,4,3.43,Cash,Online,,1,3.71
7802,300,8/25/2023,17:00,17:00,22,3,6.38,Cash,In-store,2,,0
7803,28,5/26/2024,16:15,16:15,15,1,3.78,Cash,Online,,,0
7804,506,3/23/2024,20:24,20:24,2,4,4.32,Cash,In-store,2,,0
7805,421,11/1/2023,10:40,10:40,6,2,3.51,Cash,In-store,2,3,1.47
7806,218,5/10/2024,18:48,18:48,13,5,3.41,Credit Card,Online,,1,2.29
7807,183,2/23/2024,9:16,9:16,16,3,4.89,Cash,In-store,3,,0
7808,272,5/22/2024,15:16,15:16,19,2,3.74,Cash,Online,,4,1.68
7809,678,6/20/2023,9:17,9:17,20,2,5.96,Mobile Pay,Online,,,0
7810,329,8/26/2023,14:16,14:16,17,1,3.59,Credit Card,In-store,2,,0
7811,242,12/27/2023,20:34,20:34,2,4,4.32,Credit Card,In-store,2,2,5.08
7812,225,12/22/2023,16:07,16:07,7,5,3.43,Credit Card,Online,,,0
7813,549,4/8/2024,16:16,16:16,22,5,6.38,Cash,Online,,,0
7814,380,3/9/2024,13:53,13:53,15,5,3.78,Cash,In-store,1,2,3.43
7815,590,3/17/2024,10:55,10:55,13,5,3.41,Credit Card,In-store,3,,0
7816,590,1/9/2024,8:46,8:46,21,5,4.82,Mobile Pay,In-store,3,,0
7817,568,10/14/2023,14:17,14:17,18,2,5.14,Credit Card,In-store,1,,0
7818,474,4/14/2024,13:48,13:48,15,4,3.78,Credit Card,In-store,1,,0
7819,178,6/24/2023,16:58,16:58,20,1,5.96,Mobile Pay,Online,,,0
7820,552,5/6/2024,18:11,18:11,17,5,3.59,Credit Card,Online,,,0
7821,413,9/9/2023,11:20,11:20,2,2,4.32,Credit Card,Online,,,0
7822,610,3/24/2024,11:11,11:11,21,5,4.82,Cash,Online,,,0
7823,342,3/6/2024,10:43,10:43,17,4,3.59,Cash,Online,,,0
7824,637,9/22/2023,17:43,17:43,12,3,5.06,Credit Card,In-store,1,,0
7825,301,11/11/2023,14:52,14:52,8,4,4.66,Cash,Online,,3,3.07
7826,114,5/24/2024,8:38,8:38,12,2,5.06,Mobile Pay,Online,,,0
7827,173,5/4/2024,14:30,14:30,10,5,3.41,Cash,In-store,3,,0
7828,625,1/18/2024,12:52,12:52,12,3,5.06,Mobile Pay,In-store,1,,0
7829,322,5/7/2024,8:31,8:31,20,1,5.96,Credit Card,In-store,1,,0
7830,56,11/30/2023,8:44,8:44,4,2,5.53,Credit Card,Online,,,0
7831,189,1/3/2024,9:54,9:54,3,3,2.83,Credit Card,In-store,3,,0
7832,522,9/14/2023,11:19,11:19,24,4,2.96,Cash,Online,,4,2.34
7833,691,12/3/2023,10:36,10:36,23,3,3.63,Cash,In-store,2,4,1.98
7834,432,1/1/2024,12:25,12:25,19,1,3.74,Mobile Pay,In-store,3,3,0.81
7835,710,6/19/2023,17:18,17:18,21,2,4.82,Mobile Pay,In-store,3,,0
7836,429,7/20/2023,20:22,20:22,19,1,3.74,Cash,In-store,2,,0
7837,647,5/21/2024,9:50,9:50,14,1,4.33,Credit Card,In-store,3,,0
7838,239,8/30/2023,17:07,17:07,4,1,5.53,Cash,In-store,1,5,0.76
7839,536,5/4/2024,16:41,16:41,2,4,4.32,Credit Card,In-store,1,,0
7840,395,5/25/2024,12:44,12:44,16,2,4.89,Mobile Pay,Online,,,0
7841,642,6/15/2023,10:43,10:43,3,3,2.83,Mobile Pay,Online,,,0
7842,128,3/12/2024,8:29,8:29,16,4,4.89,Credit Card,In-store,1,3,2.08
7843,143,8/28/2023,16:15,16:15,14,4,4.33,Credit Card,Online,,2,4.57
7844,345,11/25/2023,12:43,12:43,18,4,5.14,Cash,Online,,,0
7845,151,3/8/2024,9:05,9:05,4,4,5.53,Credit Card,Online,,1,4.41
7846,326,7/23/2023,13:23,13:23,12,5,5.06,Credit Card,In-store,2,,0
7847,241,4/22/2024,10:47,10:47,4,5,5.53,Cash,Online,,,0
7848,158,12/2/2023,16:46,16:46,6,4,3.51,Cash,Online,,,0
7849,169,6/24/2023,14:53,14:53,20,5,5.96,Cash,In-store,2,,0
7850,662,3/29/2024,18:52,18:52,21,5,4.82,Mobile Pay,In-store,1,,0
7851,320,2/15/2024,12:30,12:30,9,7,3.04,Cash,In-store,3,,0
7852,146,10/21/2023,11:28,11:28,10,4,3.41,Cash,Online,,,0
7853,512,2/22/2024,11:04,11:04,11,1,3.7,Mobile Pay,Online,,,0
7854,28,2/14/2024,16:35,16:35,21,5,4.82,Credit Card,In-store,1,5,6.06
7855,354,11/27/2023,10:59,10:59,9,4,3.04,Mobile Pay,In-store,3,,0
7856,165,7/6/2023,13:07,13:07,6,5,3.51,Cash,In-store,2,,0
7857,226,6/7/2023,12:50,12:50,20,4,5.96,Cash,In-store,2,4,5.55
7858,646,6/14/2023,10:18,10:18,5,2,4.36,Credit Card,In-store,1,3,1.15
7859,480,3/16/2024,11:29,11:29,4,2,5.53,Credit Card,Online,,,0
7860,109,5/7/2024,10:32,10:32,20,1,5.96,Mobile Pay,Online,,4,1.35
7861,442,7/18/2023,16:57,16:57,17,5,3.59,Credit Card,Online,,,0
7862,288,12/13/2023,10:25,10:25,3,4,2.83,Mobile Pay,In-store,2,3,1.94
7863,413,10/7/2023,15:18,15:18,3,1,2.83,Credit Card,In-store,2,,0
7864,123,10/15/2023,19:57,19:57,19,4,3.74,Cash,Online,,5,4.16
7865,230,2/4/2024,20:49,20:49,14,2,4.33,Cash,Online,,,0
7866,666,6/23/2023,8:23,8:23,16,3,4.89,Cash,Online,,,0
7867,482,6/16/2023,8:39,8:39,1,3,6.17,Cash,In-store,3,3,2.77
7868,397,12/9/2023,12:13,12:13,26,3,6.48,Mobile Pay,In-store,1,,0
7869,468,12/28/2023,8:21,8:21,19,5,3.74,Credit Card,Online,,2,2.15
7870,713,1/15/2024,19:03,19:03,18,5,5.14,Mobile Pay,In-store,3,2,3.94
7871,502,11/27/2023,13:09,13:09,22,2,6.38,Credit Card,Online,,4,2.4
7872,405,11/15/2023,20:26,20:26,23,4,3.63,Mobile Pay,Online,,,0
7873,596,8/3/2023,10:00,10:00,26,2,6.48,Mobile Pay,In-store,2,3,2.12
7874,482,11/2/2023,12:28,12:28,4,3,5.53,Credit Card,In-store,3,,0
7875,691,8/1/2023,8:22,8:22,15,3,3.78,Cash,In-store,3,,0
7876,512,12/14/2023,9:30,9:30,4,3,5.53,Mobile Pay,In-store,2,,0
7877,417,6/2/2024,15:49,15:49,17,1,3.59,Credit Card,In-store,3,,0
7878,213,5/18/2024,18:43,18:43,22,3,6.38,Credit Card,In-store,1,4,4.87
7879,257,12/11/2023,11:51,11:51,17,1,3.59,Mobile Pay,Online,,,0
7880,540,9/8/2023,11:36,11:36,23,2,3.63,Credit Card,Online,,,0
7881,129,11/29/2023,17:47,17:47,17,2,3.59,Mobile Pay,Online,,,0
7882,419,8/6/2023,17:54,17:54,2,2,4.32,Cash,Online,,5,2.51
7883,124,2/23/2024,19:55,19:55,5,5,4.36,Mobile Pay,Online,,2,3.43
7884,596,2/7/2024,8:56,8:56,12,3,5.06,Credit Card,In-store,1,,0
7885,138,8/9/2023,18:57,18:57,11,2,3.7,Credit Card,In-store,2,,0
7886,457,5/9/2024,11:16,11:16,4,4,5.53,Cash,Online,,,0
7887,205,9/12/2023,11:29,11:29,1,5,6.17,Cash,Online,,,0
7888,235,8/29/2023,16:33,16:33,24,2,2.96,Mobile Pay,In-store,3,,0
7889,144,10/25/2023,14:19,14:19,7,4,3.43,Cash,In-store,3,5,2.54
7890,383,7/3/2023,20:46,20:46,21,3,4.82,Cash,Online,,,0
7891,591,8/4/2023,20:29,20:29,18,3,5.14,Mobile Pay,In-store,2,3,2.4
7892,583,5/8/2024,17:43,17:43,8,4,4.66,Credit Card,Online,,,0
7893,273,11/6/2023,13:27,13:27,17,4,3.59,Credit Card,In-store,2,,0
7894,219,3/31/2024,17:23,17:23,10,1,3.41,Credit Card,Online,,3,0.86
7895,556,5/29/2024,12:49,12:49,21,5,4.82,Credit Card,In-store,1,,0
7896,156,8/8/2023,19:02,19:02,3,4,2.83,Mobile Pay,In-store,2,,0
7897,172,7/10/2023,15:54,15:54,11,5,3.7,Cash,In-store,2,3,4.16
7898,576,7/2/2023,16:33,16:33,9,4,3.04,Mobile Pay,In-store,2,,0
7899,650,6/10/2023,8:46,8:46,26,5,6.48,Mobile Pay,In-store,2,,0
7900,550,7/7/2023,9:07,9:07,22,1,6.38,Cash,Online,,,0
7901,642,1/13/2024,20:43,20:43,26,1,6.48,Cash,Online,,,0
7902,204,10/24/2023,13:52,13:52,8,3,4.66,Cash,Online,,,0
7903,565,5/26/2024,11:25,11:25,11,4,3.7,Mobile Pay,In-store,2,3,2.26
7904,529,5/30/2024,18:56,18:56,18,4,5.14,Cash,Online,,,0
7905,352,12/25/2023,16:34,16:34,1,1,6.17,Cash,Online,,,0
7906,271,2/1/2024,11:25,11:25,23,1,3.63,Cash,In-store,2,,0
7907,223,6/29/2023,10:32,10:32,14,5,4.33,Credit Card,In-store,3,,0
7908,410,7/6/2023,15:07,15:07,8,1,4.66,Mobile Pay,Online,,,0
7909,317,5/21/2024,8:19,8:19,10,4,3.41,Credit Card,In-store,2,,0
7910,145,4/18/2024,19:59,19:59,26,4,6.48,Cash,Online,,,0
7911,252,7/16/2023,14:23,14:23,20,3,5.96,Credit Card,In-store,2,,0
7912,205,4/6/2024,20:42,20:42,18,5,5.14,Credit Card,In-store,3,,0
7913,195,6/8/2023,13:29,13:29,22,5,6.38,Cash,Online,,,0
7914,580,10/19/2023,15:54,15:54,11,2,3.7,Credit Card,In-store,3,3,1.06
7915,301,7/29/2023,11:25,11:25,5,5,4.36,Credit Card,In-store,3,,0
7916,382,8/21/2023,18:24,18:24,3,2,2.83,Cash,In-store,3,,0
7917,311,8/10/2023,12:09,12:09,2,5,4.32,Mobile Pay,In-store,3,,0
7918,468,3/16/2024,14:11,14:11,16,3,4.89,Cash,In-store,2,4,2.1
7919,567,12/19/2023,12:42,12:42,1,3,6.17,Credit Card,Online,,,0
7920,352,2/11/2024,20:48,20:48,12,5,5.06,Cash,In-store,3,,0
7921,489,1/26/2024,18:17,18:17,22,5,6.38,Credit Card,Online,,,0
7922,550,11/17/2023,15:14,15:14,6,2,3.51,Cash,In-store,2,,0
7923,702,2/16/2024,8:44,8:44,2,4,4.32,Credit Card,In-store,3,,0
7924,144,1/19/2024,20:48,20:48,18,2,5.14,Cash,Online,,2,1.34
7925,621,5/26/2024,15:56,15:56,21,1,4.82,Cash,In-store,2,3,0.53
7926,530,4/30/2024,18:06,18:06,13,1,3.41,Mobile Pay,Online,,,0
7927,682,5/6/2024,11:19,11:19,16,3,4.89,Credit Card,In-store,2,,0
7928,349,1/2/2024,8:39,8:39,9,7,3.04,Credit Card,Online,,1,3.05
7929,276,2/10/2024,9:47,9:47,8,1,4.66,Mobile Pay,Online,,4,0.47
7930,136,1/29/2024,15:36,15:36,21,5,4.82,Credit Card,In-store,2,2,3.21
7931,540,5/16/2024,12:38,12:38,14,4,4.33,Credit Card,In-store,1,,0
7932,340,8/31/2023,16:32,16:32,16,2,4.89,Credit Card,Online,,,0
7933,278,6/28/2023,15:55,15:55,20,3,5.96,Cash,In-store,1,1,4.46
7934,621,11/4/2023,8:08,8:08,5,3,4.36,Cash,Online,,,0
7935,326,3/2/2024,11:06,11:06,23,1,3.63,Credit Card,In-store,3,,0
7936,595,1/25/2024,12:16,12:16,19,3,3.74,Mobile Pay,Online,,2,2.34
7937,267,4/22/2024,19:48,19:48,11,1,3.7,Cash,In-store,2,2,0.45
7938,538,12/2/2023,15:01,15:01,18,5,5.14,Cash,In-store,2,,0
7939,301,10/19/2023,16:04,16:04,8,4,4.66,Mobile Pay,Online,,,0
7940,113,12/26/2023,17:20,17:20,6,2,3.51,Mobile Pay,In-store,1,,0
7941,382,9/21/2023,13:32,13:32,8,1,4.66,Mobile Pay,In-store,2,,0
7942,260,6/25/2023,20:13,20:13,12,5,5.06,Mobile Pay,In-store,2,5,2.77
7943,716,11/15/2023,10:24,10:24,11,4,3.7,Mobile Pay,Online,,,0
7944,484,6/11/2023,9:07,9:07,16,4,4.89,Mobile Pay,Online,,5,5.65
7945,600,5/17/2024,12:10,12:10,8,4,4.66,Credit Card,Online,,,0
7946,404,1/12/2024,8:34,8:34,17,4,3.59,Credit Card,In-store,3,,0
7947,502,2/3/2024,16:35,16:35,23,1,3.63,Cash,Online,,,0
7948,281,1/13/2024,19:38,19:38,15,5,3.78,Credit Card,Online,,,0
7949,245,2/23/2024,9:17,9:17,18,2,5.14,Credit Card,In-store,1,,0
7950,460,2/16/2024,11:20,11:20,10,1,3.41,Credit Card,Online,,,0
7951,374,5/27/2024,15:37,15:37,17,1,3.59,Credit Card,Online,,,0
7952,138,4/20/2024,14:25,14:25,1,5,6.17,Credit Card,In-store,2,3,3.82
7953,600,4/30/2024,9:02,9:02,4,5,5.53,Credit Card,Online,,,0
7954,359,1/24/2024,14:48,14:48,16,2,4.89,Credit Card,Online,,,0
7955,217,6/1/2024,11:50,11:50,22,1,6.38,Cash,Online,,3,0.99
7956,372,2/20/2024,13:01,13:01,4,4,5.53,Cash,In-store,1,3,5.78
7957,303,1/11/2024,12:32,12:32,13,3,3.41,Cash,In-store,1,,0
7958,284,9/9/2023,11:52,11:52,12,4,5.06,Mobile Pay,In-store,3,,0
7959,262,5/16/2024,14:22,14:22,26,3,6.48,Credit Card,Online,,,0
7960,410,2/25/2024,8:43,8:43,4,1,5.53,Mobile Pay,Online,,,0
7961,246,5/8/2024,15:50,15:50,1,5,6.17,Mobile Pay,Online,,,0
7962,184,1/14/2024,10:15,10:15,10,5,3.41,Mobile Pay,Online,,3,4.87
7963,252,4/12/2024,14:06,14:06,4,5,5.53,Mobile Pay,Online,,,0
7964,577,3/30/2024,14:23,14:23,14,5,4.33,Credit Card,Online,,,0
7965,586,5/12/2024,9:51,9:51,17,1,3.59,Mobile Pay,In-store,3,,0
7966,498,7/20/2023,9:27,9:27,16,2,4.89,Credit Card,Online,,,0
7967,404,8/31/2023,9:42,9:42,16,3,4.89,Cash,Online,,,0
7968,135,10/5/2023,19:02,19:02,6,3,3.51,Cash,Online,,,0
7969,635,1/27/2024,10:02,10:02,5,1,4.36,Credit Card,In-store,3,,0
7970,579,12/17/2023,11:37,11:37,12,2,5.06,Mobile Pay,In-store,3,,0
7971,254,8/9/2023,11:49,11:49,24,4,2.96,Credit Card,Online,,2,2.69
7972,218,11/6/2023,15:05,15:05,6,1,3.51,Mobile Pay,Online,,,0
7973,484,10/12/2023,10:05,10:05,4,5,5.53,Cash,In-store,1,,0
7974,326,5/30/2024,14:33,14:33,23,5,3.63,Credit Card,Online,,,0
7975,626,10/3/2023,8:03,8:03,16,5,4.89,Mobile Pay,In-store,3,,0
7976,610,4/25/2024,16:49,16:49,2,2,4.32,Credit Card,Online,,2,2.15
7977,237,11/18/2023,14:22,14:22,6,4,3.51,Cash,In-store,1,,0
7978,538,5/25/2024,8:27,8:27,4,5,5.53,Cash,Online,,,0
7979,575,10/22/2023,14:25,14:25,4,2,5.53,Mobile Pay,Online,,1,3.27
7980,457,1/18/2024,16:30,16:30,7,4,3.43,Credit Card,In-store,1,,0
7981,491,8/14/2023,18:12,18:12,3,2,2.83,Credit Card,Online,,,0
7982,541,2/9/2024,8:25,8:25,3,1,2.83,Credit Card,In-store,2,2,0.74
7983,325,9/12/2023,18:28,18:28,11,2,3.7,Credit Card,In-store,2,,0
7984,439,2/13/2024,14:19,14:19,17,2,3.59,Mobile Pay,Online,,,0
7985,189,12/21/2023,13:17,13:17,6,5,3.51,Mobile Pay,In-store,2,,0
7986,593,9/6/2023,8:55,8:55,17,2,3.59,Cash,Online,,2,1.59
7987,214,9/12/2023,17:35,17:35,18,3,5.14,Credit Card,In-store,2,5,2.33
7988,207,10/7/2023,8:54,8:54,19,3,3.74,Cash,In-store,2,,0
7989,236,12/12/2023,20:10,20:10,9,1,3.04,Credit Card,In-store,3,1,0.72
7990,165,10/28/2023,14:57,14:57,13,4,3.41,Cash,Online,,,0
7991,505,6/6/2023,14:23,14:23,23,1,3.63,Mobile Pay,In-store,3,,0
7992,693,7/30/2023,20:07,20:07,6,5,3.51,Cash,In-store,1,3,2.13
7993,609,9/29/2023,15:15,15:15,21,4,4.82,Mobile Pay,In-store,3,,0
7994,298,6/23/2023,19:13,19:13,17,2,3.59,Mobile Pay,Online,,,0
7995,236,10/17/2023,11:36,11:36,17,1,3.59,Cash,In-store,3,,0
7996,33,5/19/2024,8:59,8:59,1,4,6.17,Credit Card,Online,,,0
7997,678,8/30/2023,20:23,20:23,11,5,3.7,Cash,In-store,1,2,2.3
7998,551,12/20/2023,16:12,16:12,7,2,3.43,Mobile Pay,Online,,,0
7999,359,1/3/2024,10:05,10:05,23,4,3.63,Credit Card,Online,,,0
8000,501,1/5/2024,9:36,9:36,23,1,3.63,Credit Card,In-store,1,,0
8001,441,4/11/2024,14:10,14:10,18,2,5.14,Cash,In-store,3,,0
8002,125,6/6/2023,17:43,17:43,18,3,5.14,Cash,In-store,2,,0
8003,273,10/3/2023,8:55,8:55,12,4,5.06,Credit Card,Online,,,0
8004,199,11/5/2023,19:11,19:11,11,5,3.7,Cash,Online,,4,3.51
8005,426,4/14/2024,13:27,13:27,7,2,3.43,Credit Card,In-store,2,,0
8006,434,2/27/2024,19:44,19:44,11,4,3.7,Cash,Online,,,0
8007,258,1/18/2024,11:32,11:32,13,5,3.41,Cash,Online,,,0
8008,107,4/2/2024,15:34,15:34,4,4,5.53,Cash,Online,,,0
8009,381,10/20/2023,12:15,12:15,16,4,4.89,Credit Card,In-store,2,,0
8010,276,11/2/2023,20:17,20:17,13,3,3.41,Credit Card,In-store,1,5,1.52
8011,154,2/14/2024,11:04,11:04,4,5,5.53,Cash,Online,,2,3.79
8012,496,6/13/2023,8:50,8:50,12,1,5.06,Mobile Pay,In-store,2,,0
8013,646,2/3/2024,15:27,15:27,15,1,3.78,Cash,Online,,,0
8014,505,3/26/2024,17:58,17:58,12,2,5.06,Cash,Online,,1,2.62
8015,398,9/23/2023,14:56,14:56,8,3,4.66,Mobile Pay,In-store,2,,0
8016,660,12/1/2023,16:53,16:53,20,4,5.96,Mobile Pay,Online,,,0
8017,160,8/2/2023,10:30,10:30,10,5,3.41,Credit Card,In-store,1,,0
8018,77,11/15/2023,11:50,11:50,23,4,3.63,Mobile Pay,In-store,1,,0
8019,193,3/9/2024,13:07,13:07,21,5,4.82,Credit Card,In-store,1,1,3.46
8020,316,9/19/2023,14:44,14:44,21,4,4.82,Credit Card,Online,,4,2.95
8021,155,5/30/2024,13:20,13:20,24,2,2.96,Mobile Pay,In-store,2,5,1.47
8022,710,8/28/2023,20:13,20:13,2,2,4.32,Mobile Pay,Online,,,0
8023,688,5/15/2024,20:40,20:40,24,3,2.96,Credit Card,In-store,3,,0
8024,338,1/23/2024,12:07,12:07,8,1,4.66,Mobile Pay,Online,,4,1.31
8025,651,2/26/2024,10:40,10:40,22,2,6.38,Cash,In-store,3,3,1.88
8026,87,11/21/2023,11:36,11:36,7,3,3.43,Cash,Online,,,0
8027,238,7/14/2023,14:58,14:58,6,5,3.51,Credit Card,Online,,,0
8028,542,12/20/2023,16:56,16:56,10,1,3.41,Cash,In-store,3,1,0.96
8029,510,12/6/2023,12:58,12:58,5,4,4.36,Cash,Online,,,0
8030,414,5/4/2024,19:30,19:30,15,4,3.78,Cash,Online,,,0
8031,606,4/12/2024,9:43,9:43,5,1,4.36,Mobile Pay,Online,,4,0.91
8032,289,3/29/2024,13:57,13:57,9,6,3.04,Mobile Pay,In-store,3,,0
8033,579,10/2/2023,15:54,15:54,21,1,4.82,Cash,Online,,3,0.67
8034,410,9/30/2023,14:16,14:16,13,2,3.41,Cash,In-store,3,,0
8035,474,9/22/2023,17:47,17:47,12,4,5.06,Credit Card,In-store,1,,0
8036,415,3/21/2024,10:24,10:24,4,5,5.53,Mobile Pay,Online,,5,7.9
8037,473,6/24/2023,16:30,16:30,8,2,4.66,Cash,In-store,1,3,1.73
8038,649,12/21/2023,9:56,9:56,16,4,4.89,Mobile Pay,In-store,1,,0
8039,566,5/21/2024,18:35,18:35,13,2,3.41,Credit Card,Online,,,0
8040,592,1/17/2024,16:58,16:58,24,2,2.96,Credit Card,In-store,1,,0
8041,278,10/9/2023,20:46,20:46,2,2,4.32,Mobile Pay,Online,,,0
8042,593,6/24/2023,14:34,14:34,10,4,3.41,Cash,Online,,,0
8043,511,7/12/2023,10:34,10:34,10,2,3.41,Credit Card,In-store,2,,0
8044,126,11/4/2023,8:13,8:13,7,3,3.43,Mobile Pay,In-store,2,,0
8045,580,1/21/2024,20:21,20:21,5,3,4.36,Credit Card,Online,,,0
