transaction_id,customer_id,date,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
2532,562,2024-02-02,6,1,5.75,Cash,In-store,3.0,,0.0
4255,532,2024-02-02,6,1,7.63,Mobile Pay,Online,,9.0,0.76
2170,709,2024-02-02,15,1,4.99,Credit Card,In-store,2.0,,0.0
9907,409,2024-02-02,5,11,2.8,Credit Card,Online,,,0.0
25,514,2024-02-02,5,1,2.43,Credit Card,Online,,9.0,0.24
1569,134,2024-02-02,21,1,5.77,Mobile Pay,Online,,4.0,0.58
3130,164,2024-02-02,5,1,6.13,Mobile Pay,In-store,1.0,,0.0
5561,151,2024-02-02,15,3,8.46,Mobile Pay,In-store,5.0,,0.0
2462,426,2024-02-02,6,1,4.52,Cash,In-store,4.0,,0.0
5587,675,2024-02-02,21,1,2.9,Cash,In-store,4.0,,0.0
4989,332,2024-02-02,15,1,2.56,Credit Card,Online,,,0.0
531,559,2024-02-03,15,1,3.57,Cash,In-store,5.0,1.0,0.36
8575,650,2024-02-03,15,10,9.24,Credit Card,In-store,2.0,,0.0
23,303,2024-02-03,5,1,2.6,Cash,Online,,,0.0
3422,304,2024-02-03,15,1,4.47,Credit Card,In-store,3.0,,0.0
7466,262,2024-02-03,15,3,3.79,Credit Card,Online,,,0.0
9716,701,2024-02-03,15,1,5.75,Mobile Pay,In-store,5.0,,0.0
6670,335,2024-02-03,6,9,4.88,Credit Card,In-store,5.0,2.0,3.41
2623,659,2024-02-03,15,1,3.99,Cash,Online,,,0.0
9437,112,2024-02-03,21,1,4.27,Mobile Pay,In-store,1.0,,0.0
4331,662,2024-02-03,21,3,4.97,Credit Card,Online,,,0.0
6966,511,2024-02-03,6,15,3.57,Cash,In-store,2.0,9.0,3.57
6527,714,2024-02-03,21,1,5.84,Cash,In-store,5.0,,0.0
4485,206,2024-02-03,6,5,5.42,Mobile Pay,In-store,1.0,9.0,1.63
780,444,2024-02-03,6,1,5.07,Cash,Online,,,0.0
10521,244,2024-02-03,15,2,7.97,Mobile Pay,Online,,,0.0
7511,229,2024-02-03,5,1,3.86,Mobile Pay,Online,,,0.0
7510,453,2024-02-03,5,1,4.21,Mobile Pay,Online,,,0.0
4022,125,2024-02-03,5,1,3.87,Mobile Pay,In-store,5.0,,0.0
5232,607,2024-02-03,15,1,5.77,Mobile Pay,In-store,4.0,,0.0
5967,350,2024-02-03,15,2,7.58,Cash,In-store,4.0,,0.0
9246,165,2024-02-03,15,1,8.9,Mobile Pay,Online,,,0.0
6326,280,2024-02-03,21,1,4.65,Credit Card,In-store,5.0,,0.0
1979,692,2024-02-03,21,1,5.17,Credit Card,Online,,,0.0
4039,302,2024-02-03,15,1,7.61,Mobile Pay,In-store,4.0,9.0,0.76
4944,655,2024-02-03,21,1,2.48,Mobile Pay,In-store,2.0,5.0,0.25
9876,553,2024-02-03,5,1,3.11,Cash,In-store,3.0,,0.0
3047,253,2024-02-03,21,1,3.56,Credit Card,In-store,3.0,8.0,0.36
2681,674,2024-02-03,15,2,8.11,Cash,Online,,,0.0
3475,679,2024-02-03,6,1,5.63,Mobile Pay,Online,,,0.0
2554,324,2024-02-03,15,2,2.25,Credit Card,Online,,,0.0
7305,349,2024-02-03,21,1,5.69,Credit Card,In-store,2.0,,0.0
9951,215,2024-02-03,15,1,4.46,Credit Card,In-store,5.0,,0.45
1094,423,2024-02-03,6,2,4.14,Credit Card,Online,,,0.0
5927,582,2024-02-03,15,1,6.61,Credit Card,Online,,1.0,0.66
10261,151,2024-02-03,15,1,3.69,Cash,In-store,2.0,,0.0
641,610,2024-02-03,6,1,2.6,Credit Card,Online,,,0.0
1472,171,2024-02-03,15,1,5.12,Mobile Pay,In-store,5.0,,0.0
10602,433,2024-02-03,15,1,1.9,Mobile Pay,In-store,5.0,,0.0
3723,397,2024-02-03,21,1,2.18,Mobile Pay,In-store,4.0,,0.0
2609,626,2024-02-04,6,1,3.93,Mobile Pay,Online,,,0.0
2107,509,2024-02-04,6,1,6.41,Cash,Online,,3.0,0.64
9164,272,2024-02-04,21,5,2.79,Credit Card,Online,,,0.0
8881,430,2024-02-04,6,1,5.05,Mobile Pay,In-store,4.0,,0.0
7497,637,2024-02-04,21,2,2.23,Credit Card,Online,,,0.0
1896,337,2024-02-04,15,1,4.47,Credit Card,In-store,4.0,8.0,0.45
8283,522,2024-02-04,15,2,2.37,Mobile Pay,Online,,10.0,0.47
9867,415,2024-02-04,15,1,5.02,Mobile Pay,Online,,,0.0
5304,292,2024-02-04,15,1,5.24,Mobile Pay,In-store,1.0,,0.0
2514,628,2024-02-04,21,1,3.78,Credit Card,Online,,,0.0
2244,615,2024-02-04,15,1,4.94,Mobile Pay,In-store,1.0,,0.0
8177,314,2024-02-04,6,7,4.91,Credit Card,Online,,,0.0
9671,601,2024-02-04,21,1,3.56,Credit Card,In-store,1.0,,0.0
5896,303,2024-02-04,15,1,4.94,Cash,In-store,4.0,7.0,0.49
1221,566,2024-02-04,15,1,6.9,Credit Card,In-store,3.0,5.0,0.69
1226,526,2024-02-04,15,1,3.02,Mobile Pay,In-store,1.0,,0.0
9059,537,2024-02-04,15,1,4.11,Credit Card,Online,,,0.0
9202,116,2024-02-04,5,1,3.51,Cash,Online,,,0.0
3353,148,2024-02-04,15,1,4.58,Cash,Online,,,0.0
8385,255,2024-02-04,5,1,3.8,Cash,In-store,3.0,,0.0
10676,399,2024-02-04,15,1,3.61,Cash,In-store,1.0,,0.0
3395,164,2024-02-04,6,1,6.09,Credit Card,Online,,,0.0
7874,429,2024-02-04,21,1,3.01,Mobile Pay,In-store,1.0,,0.0
6566,177,2024-02-04,6,1,4.28,Credit Card,Online,,,0.0
5128,458,2024-02-04,15,1,5.66,Cash,Online,,,0.0
7310,142,2024-02-04,5,1,5.0,Credit Card,In-store,5.0,10.0,0.5
211,231,2024-02-04,6,1,4.25,Mobile Pay,In-store,5.0,,0.0
5862,165,2024-02-04,5,2,8.35,Credit Card,Online,,,0.0
2732,403,2024-02-04,6,1,7.94,Cash,Online,,,0.0
6733,402,2024-02-04,21,1,5.55,Cash,Online,,,0.0
9618,655,2024-02-04,6,1,5.08,Credit Card,Online,,,0.0
8197,140,2024-02-04,6,2,6.05,Mobile Pay,Online,,,0.0
4383,609,2024-02-04,15,1,2.93,Mobile Pay,In-store,2.0,,0.0
124,434,2024-02-04,15,1,6.36,Cash,In-store,5.0,,0.0
4156,719,2024-02-04,5,1,2.32,Mobile Pay,In-store,2.0,,0.0
6677,188,2024-02-04,15,1,4.73,Cash,In-store,2.0,,0.0
8443,495,2024-02-04,21,1,4.72,Credit Card,Online,,,0.0
6245,577,2024-02-04,5,2,3.48,Cash,Online,,,0.0
742,332,2024-02-04,21,1,1.99,Mobile Pay,In-store,3.0,,0.0
217,353,2024-02-05,6,1,5.91,Cash,In-store,4.0,4.0,0.59
9329,321,2024-02-05,15,1,7.48,Cash,Online,,,0.0
7444,470,2024-02-05,15,1,2.5,Cash,In-store,1.0,1.0,0.25
5675,538,2024-02-05,6,3,6.34,Mobile Pay,In-store,2.0,,0.0
3884,349,2024-02-05,5,1,4.76,Credit Card,In-store,2.0,,0.0
7936,132,2024-02-05,5,2,6.35,Mobile Pay,In-store,2.0,,0.0
44,296,2024-02-05,15,2,4.05,Credit Card,Online,,,0.0
6613,284,2024-02-05,15,3,7.0,Cash,Online,,,0.0
9638,130,2024-02-05,5,1,9.12,Cash,Online,,,0.0
9197,484,2024-02-05,5,1,3.94,Cash,Online,,8.0,0.39
10231,334,2024-02-05,15,1,3.15,Credit Card,Online,,1.0,0.31
4184,213,2024-02-05,15,1,2.15,Credit Card,In-store,1.0,,0.0
7957,563,2024-02-05,5,1,2.68,Mobile Pay,Online,,,0.0
9774,462,2024-02-05,6,1,5.17,Cash,Online,,10.0,0.52
2506,587,2024-02-05,15,5,4.74,Cash,In-store,2.0,,0.0
2654,491,2024-02-05,21,1,5.34,Cash,In-store,5.0,,0.0
6877,712,2024-02-05,5,1,7.69,Mobile Pay,Online,,1.0,0.77
3285,568,2024-02-05,5,1,7.38,Mobile Pay,Online,,6.0,0.74
621,228,2024-02-05,5,1,4.02,Credit Card,In-store,2.0,,0.0
1287,519,2024-02-05,5,1,3.7,Credit Card,In-store,4.0,3.0,0.37
2331,647,2024-02-05,5,1,3.27,Cash,Online,,,0.0
5872,274,2024-02-05,15,1,7.04,Credit Card,Online,,,0.0
7489,185,2024-02-05,15,1,4.89,Credit Card,Online,,9.0,0.49
4211,148,2024-02-05,15,2,4.01,Mobile Pay,Online,,10.0,0.8
10333,419,2024-02-05,5,1,6.19,Credit Card,In-store,4.0,,0.0
4322,600,2024-02-05,5,1,3.92,Mobile Pay,In-store,4.0,10.0,0.39
3688,227,2024-02-05,6,1,3.95,Cash,In-store,2.0,,0.0
3059,104,2024-02-05,15,1,4.4,Credit Card,In-store,3.0,,0.0
10100,421,2024-02-05,21,1,4.21,Mobile Pay,In-store,1.0,,0.0
10623,340,2024-02-05,5,1,4.58,Cash,In-store,1.0,,0.0
6532,365,2024-02-05,15,2,6.6,Cash,Online,,,0.0
5465,354,2024-02-05,5,3,5.06,Credit Card,In-store,2.0,9.0,1.52
320,220,2024-02-06,5,1,4.43,Cash,Online,,,0.0
7045,384,2024-02-06,21,1,4.49,Cash,Online,,,0.0
930,378,2024-02-06,6,1,3.8,Mobile Pay,In-store,1.0,,0.0
10808,415,2024-02-06,5,1,6.43,Cash,In-store,5.0,,0.0
3516,347,2024-02-06,21,2,2.47,Credit Card,In-store,2.0,,0.0
9643,219,2024-02-06,15,7,2.83,Credit Card,In-store,3.0,3.0,1.41
9551,318,2024-02-06,15,1,1.82,Mobile Pay,Online,,,0.0
6555,449,2024-02-06,6,1,3.13,Cash,In-store,4.0,,0.0
4515,681,2024-02-06,5,1,6.28,Mobile Pay,In-store,4.0,,0.0
3549,488,2024-02-06,5,1,4.98,Credit Card,In-store,1.0,,0.0
6500,507,2024-02-06,15,1,5.27,Mobile Pay,Online,,,0.0
10664,496,2024-02-06,15,1,2.51,Mobile Pay,In-store,4.0,,0.0
6968,576,2024-02-06,15,1,3.54,Cash,Online,,3.0,0.35
3367,358,2024-02-06,21,1,4.43,Mobile Pay,In-store,3.0,1.0,0.44
9094,511,2024-02-06,6,2,3.33,Mobile Pay,In-store,5.0,9.0,0.67
9199,553,2024-02-06,21,1,5.65,Credit Card,Online,,,0.0
10635,402,2024-02-06,15,1,4.25,Credit Card,In-store,3.0,,0.0
10889,387,2024-02-06,15,1,7.51,Credit Card,Online,,,0.0
7743,523,2024-02-06,15,1,3.85,Credit Card,In-store,1.0,8.0,0.38
7639,675,2024-02-06,21,1,5.72,Credit Card,Online,,,0.0
1177,698,2024-02-06,5,1,5.02,Mobile Pay,Online,,,0.0
1530,661,2024-02-06,21,5,5.66,Mobile Pay,In-store,5.0,,0.0
4857,428,2024-02-06,21,2,5.26,Credit Card,Online,,,1.05
10503,395,2024-02-06,15,1,4.06,Credit Card,Online,,10.0,0.41
3954,500,2024-02-06,5,1,2.26,Mobile Pay,In-store,5.0,6.0,0.23
5580,590,2024-02-06,21,1,5.45,Mobile Pay,Online,,,0.0
9729,434,2024-02-06,15,2,3.12,Mobile Pay,Online,,,0.0
7030,617,2024-02-06,15,1,3.57,Mobile Pay,In-store,1.0,10.0,0.36
10361,279,2024-02-06,21,1,4.56,Cash,Online,,,0.0
700,321,2024-02-06,15,1,1.88,Mobile Pay,Online,,,0.0
4768,407,2024-02-06,21,1,5.11,Credit Card,In-store,2.0,,0.0
4024,434,2024-02-06,21,1,7.18,Mobile Pay,In-store,1.0,4.0,0.72
848,329,2024-02-06,21,1,3.95,Mobile Pay,Online,,,0.0
30,607,2024-02-06,15,1,4.93,Cash,In-store,2.0,,0.0
2972,237,2024-02-06,6,3,2.8,Cash,Online,,,0.0
10227,289,2024-02-06,15,3,2.46,Credit Card,In-store,2.0,,0.0
7793,229,2024-02-06,5,1,5.07,Mobile Pay,In-store,2.0,,0.0
10867,311,2024-02-06,5,1,3.16,Credit Card,In-store,4.0,,0.0
7432,709,2024-02-06,5,1,4.99,Mobile Pay,In-store,5.0,,0.0
6323,318,2024-02-06,15,1,4.77,Mobile Pay,In-store,2.0,9.0,0.48
10324,717,2024-02-06,15,1,4.53,Mobile Pay,Online,,3.0,0.45
2496,293,2024-02-07,15,1,2.79,Credit Card,Online,,,0.0
10567,531,2024-02-07,21,1,5.54,Mobile Pay,Online,,,0.0
2897,375,2024-02-07,5,1,5.08,Mobile Pay,In-store,3.0,,0.0
8178,212,2024-02-07,5,1,4.54,Mobile Pay,Online,,,0.0
2477,383,2024-02-07,15,1,6.76,Cash,Online,,,0.0
10389,456,2024-02-07,6,1,6.45,Credit Card,In-store,2.0,,0.0
2515,377,2024-02-07,6,1,2.91,Cash,Online,,,0.0
10163,384,2024-02-07,5,1,4.97,Mobile Pay,In-store,4.0,,0.5
2746,258,2024-02-07,5,1,8.76,Mobile Pay,Online,,,0.0
5651,405,2024-02-07,15,2,2.32,Mobile Pay,In-store,5.0,,0.0
1511,454,2024-02-07,21,1,8.2,Credit Card,Online,,1.0,0.82
250,202,2024-02-07,15,1,1.91,Credit Card,In-store,2.0,,0.0
7450,280,2024-02-07,5,1,5.12,Credit Card,Online,,,0.0
4189,267,2024-02-07,15,1,4.42,Credit Card,Online,,,0.0
6004,406,2024-02-07,5,1,3.56,Credit Card,In-store,5.0,8.0,0.36
7514,428,2024-02-07,15,1,6.44,Credit Card,Online,,,0.0
2090,241,2024-02-07,15,2,8.35,Cash,In-store,4.0,,0.0
8731,176,2024-02-07,15,1,4.05,Cash,Online,,,0.0
5213,596,2024-02-07,21,1,8.73,Credit Card,Online,,,0.0
619,591,2024-02-07,21,1,1.96,Credit Card,Online,,,0.0
6404,398,2024-02-07,15,1,5.39,Mobile Pay,Online,,,0.0
4706,155,2024-02-07,15,3,4.47,Credit Card,In-store,3.0,,0.0
7440,262,2024-02-07,6,3,3.93,Credit Card,In-store,5.0,,0.0
4770,181,2024-02-07,15,1,5.64,Credit Card,In-store,2.0,8.0,0.56
6162,265,2024-02-07,21,5,3.62,Mobile Pay,Online,,,0.0
5562,477,2024-02-07,6,1,3.62,Credit Card,Online,,6.0,0.36
5507,303,2024-02-07,5,1,5.05,Credit Card,Online,,,0.0
8309,518,2024-02-07,5,1,3.19,Mobile Pay,Online,,,0.0
10426,612,2024-02-07,21,7,9.07,Credit Card,Online,,,0.0
2837,328,2024-02-07,15,3,2.66,Mobile Pay,In-store,3.0,,0.0
7465,293,2024-02-07,6,1,3.87,Cash,In-store,2.0,,0.0
1458,572,2024-02-07,21,1,6.96,Mobile Pay,Online,,,0.0
4066,357,2024-02-07,15,7,3.38,Mobile Pay,Online,,9.0,1.69
2584,310,2024-02-07,21,1,5.44,Cash,Online,,8.0,0.54
3072,476,2024-02-08,21,1,2.24,Credit Card,In-store,1.0,,0.0
1938,554,2024-02-08,15,1,5.26,Credit Card,Online,,3.0,0.53
295,173,2024-02-08,6,1,2.09,Credit Card,In-store,1.0,,0.0
1267,467,2024-02-08,6,5,4.4,Credit Card,In-store,4.0,,0.0
620,534,2024-02-08,15,1,7.63,Credit Card,In-store,5.0,,0.0
8984,347,2024-02-08,6,1,2.28,Mobile Pay,In-store,2.0,,0.0
1814,384,2024-02-08,6,1,2.74,Credit Card,In-store,5.0,,0.0
10819,138,2024-02-08,6,3,4.13,Mobile Pay,In-store,5.0,,0.0
395,544,2024-02-08,15,1,8.14,Credit Card,Online,,3.0,0.81
10675,606,2024-02-08,21,1,5.84,Mobile Pay,In-store,2.0,,0.0
4752,461,2024-02-08,6,1,3.89,Credit Card,In-store,1.0,,0.0
8739,370,2024-02-08,15,1,2.35,Cash,Online,,,0.0
704,680,2024-02-08,15,1,2.29,Mobile Pay,Online,,,0.0
6344,283,2024-02-08,5,1,5.14,Credit Card,Online,,,0.0
3815,190,2024-02-08,5,3,3.29,Mobile Pay,Online,,,0.0
3768,295,2024-02-08,6,2,3.96,Credit Card,In-store,3.0,,0.0
7884,363,2024-02-08,15,1,5.0,Credit Card,Online,,3.0,0.5
5707,599,2024-02-08,6,8,7.62,Cash,In-store,3.0,,0.0
8462,150,2024-02-08,15,1,2.11,Cash,In-store,3.0,,0.21
1301,433,2024-02-08,15,1,2.4,Mobile Pay,In-store,3.0,,0.0
10093,218,2024-02-08,6,1,5.26,Cash,Online,,,0.0
6894,378,2024-02-08,21,1,4.45,Credit Card,In-store,5.0,,0.0
3523,453,2024-02-08,15,1,6.94,Credit Card,In-store,3.0,,0.0
1506,359,2024-02-08,21,3,8.75,Mobile Pay,In-store,4.0,,0.0
6827,518,2024-02-08,21,1,5.42,Mobile Pay,Online,,,0.0
8448,202,2024-02-08,15,1,6.89,Mobile Pay,Online,,,0.0
8747,567,2024-02-08,15,1,3.12,Credit Card,In-store,5.0,,0.0
3625,421,2024-02-08,6,1,6.33,Credit Card,In-store,5.0,,0.0
6063,392,2024-02-08,15,1,1.88,Cash,Online,,,0.0
282,447,2024-02-08,6,1,3.32,Cash,In-store,5.0,,0.0
9393,213,2024-02-08,15,2,4.85,Mobile Pay,In-store,4.0,,0.0
8832,712,2024-02-08,15,3,2.93,Cash,Online,,,0.0
4166,134,2024-02-08,15,1,5.34,Credit Card,Online,,,0.0
329,110,2024-02-08,21,1,7.24,Credit Card,Online,,,0.0
6767,147,2024-02-08,5,14,5.57,Cash,Online,,,0.0
3273,628,2024-02-08,15,3,5.08,Cash,In-store,2.0,,0.0
6003,126,2024-02-08,21,1,4.2,Credit Card,Online,,,0.0
7358,595,2024-02-08,15,2,4.69,Credit Card,Online,,,0.0
2008,393,2024-02-08,21,1,5.17,Mobile Pay,Online,,,0.0
10663,108,2024-02-08,6,1,6.3,Mobile Pay,Online,,,0.0
6049,494,2024-02-08,15,10,2.41,Mobile Pay,In-store,2.0,3.0,1.44
4484,448,2024-02-08,15,3,4.97,Cash,In-store,1.0,,0.99
9390,215,2024-02-08,15,1,4.23,Credit Card,Online,,,0.0
2539,113,2024-02-08,21,1,5.22,Cash,Online,,,0.0
9245,337,2024-02-09,15,1,4.76,Mobile Pay,In-store,4.0,7.0,0.48
1236,404,2024-02-09,15,1,5.55,Cash,Online,,,0.0
9289,382,2024-02-09,21,1,3.57,Credit Card,In-store,3.0,,0.0
9594,250,2024-02-09,15,1,5.99,Credit Card,In-store,3.0,,0.0
6721,714,2024-02-09,15,1,4.0,Mobile Pay,In-store,3.0,,0.0
202,666,2024-02-09,5,1,4.98,Mobile Pay,In-store,2.0,,0.0
2865,239,2024-02-09,15,1,3.93,Mobile Pay,In-store,5.0,,0.0
3551,623,2024-02-09,5,1,3.69,Credit Card,Online,,,0.0
3532,368,2024-02-09,15,1,2.29,Cash,Online,,,0.0
4141,601,2024-02-09,6,3,3.09,Credit Card,In-store,5.0,,0.0
7039,708,2024-02-09,5,1,5.25,Mobile Pay,In-store,4.0,,0.0
5550,613,2024-02-09,21,1,4.04,Credit Card,In-store,4.0,,0.0
8537,245,2024-02-09,6,1,6.35,Credit Card,Online,,,0.0
5452,479,2024-02-09,15,2,7.96,Cash,In-store,3.0,,0.0
5511,415,2024-02-09,15,3,4.74,Cash,Online,,,0.0
1657,376,2024-02-09,15,1,3.2,Mobile Pay,Online,,,0.0
684,458,2024-02-09,15,1,3.43,Credit Card,Online,,,0.0
3774,138,2024-02-09,21,1,5.47,Credit Card,In-store,4.0,,0.0
3882,368,2024-02-09,6,1,4.87,Credit Card,In-store,5.0,,0.0
2271,611,2024-02-09,15,1,4.6,Cash,In-store,2.0,,0.0
2054,352,2024-02-09,15,1,2.53,Credit Card,Online,,,0.0
4507,130,2024-02-09,21,1,2.76,Cash,Online,,,0.0
8065,384,2024-02-09,5,1,3.67,Mobile Pay,Online,,,0.0
9778,704,2024-02-09,5,1,2.28,Credit Card,Online,,,0.23
6804,184,2024-02-09,5,1,2.57,Cash,In-store,1.0,,0.0
8105,241,2024-02-09,5,1,4.85,Cash,Online,,,0.0
4759,200,2024-02-09,5,1,3.75,Mobile Pay,In-store,5.0,10.0,0.37
9465,717,2024-02-09,15,3,3.11,Cash,Online,,,0.0
477,250,2024-02-09,15,1,6.68,Cash,Online,,,0.0
4104,382,2024-02-09,6,1,2.23,Credit Card,In-store,3.0,,0.0
5096,128,2024-02-09,6,3,5.16,Credit Card,Online,,,0.0
6189,170,2024-02-09,15,1,2.65,Credit Card,In-store,4.0,4.0,0.27
2402,107,2024-02-09,6,1,3.34,Cash,In-store,1.0,,0.0
6753,371,2024-02-09,15,1,4.94,Mobile Pay,In-store,4.0,,0.0
3602,634,2024-02-09,5,1,5.05,Mobile Pay,Online,,,0.0
498,633,2024-02-09,5,1,5.49,Cash,In-store,4.0,,0.0
8030,699,2024-02-09,15,8,3.59,Credit Card,In-store,4.0,,0.0
5973,176,2024-02-10,6,1,4.23,Cash,Online,,2.0,0.42
2887,345,2024-02-10,15,1,2.63,Mobile Pay,In-store,1.0,,0.0
2488,144,2024-02-10,15,1,6.45,Mobile Pay,In-store,2.0,,0.0
783,196,2024-02-10,5,1,2.94,Credit Card,Online,,,0.0
3891,587,2024-02-10,15,1,5.02,Credit Card,In-store,2.0,,0.0
1447,488,2024-02-10,21,1,6.3,Credit Card,In-store,4.0,,0.0
3035,267,2024-02-10,21,1,4.62,Credit Card,Online,,,0.0
10347,541,2024-02-10,21,1,4.93,Credit Card,Online,,,0.0
1286,205,2024-02-10,21,5,2.12,Mobile Pay,In-store,3.0,,0.0
10925,564,2024-02-10,6,1,4.84,Cash,Online,,,0.48
3241,621,2024-02-10,15,1,4.55,Credit Card,Online,,,0.0
3119,484,2024-02-10,21,1,2.51,Credit Card,In-store,5.0,,0.0
1766,270,2024-02-10,15,1,7.92,Credit Card,Online,,8.0,0.79
2789,398,2024-02-10,6,1,4.63,Credit Card,Online,,,0.0
7796,144,2024-02-10,5,6,6.85,Cash,Online,,,0.0
3249,514,2024-02-10,5,3,5.08,Credit Card,Online,,,0.0
1444,184,2024-02-10,15,5,6.03,Cash,Online,,,0.0
5261,218,2024-02-10,21,2,2.26,Credit Card,In-store,3.0,,0.0
7509,657,2024-02-10,6,1,2.27,Cash,Online,,10.0,0.23
1794,266,2024-02-10,21,3,2.67,Mobile Pay,Online,,8.0,0.53
5010,578,2024-02-10,5,8,7.38,Credit Card,In-store,5.0,,4.43
10633,437,2024-02-10,21,1,5.0,Mobile Pay,In-store,3.0,,0.0
4616,219,2024-02-10,21,1,4.41,Mobile Pay,Online,,5.0,0.44
7961,332,2024-02-10,15,1,7.13,Credit Card,In-store,3.0,,0.0
7742,309,2024-02-10,6,1,3.32,Cash,Online,,,0.0
92,367,2024-02-10,15,1,6.07,Cash,In-store,3.0,,0.0
9265,392,2024-02-10,15,1,5.12,Credit Card,Online,,,0.0
10221,349,2024-02-10,15,3,2.97,Credit Card,In-store,2.0,,0.0
8061,484,2024-02-10,5,1,8.29,Mobile Pay,Online,,,0.0
5195,324,2024-02-10,21,1,4.99,Cash,Online,,,0.0
4705,361,2024-02-10,6,1,4.85,Cash,In-store,4.0,,0.0
5917,359,2024-02-10,15,1,5.91,Credit Card,Online,,,0.0
815,535,2024-02-10,15,1,3.01,Mobile Pay,In-store,4.0,,0.0
2469,312,2024-02-10,21,6,5.05,Cash,In-store,3.0,,0.0
5748,600,2024-02-10,15,1,3.4,Credit Card,In-store,2.0,,0.0
798,571,2024-02-10,5,1,3.39,Credit Card,Online,,,0.0
892,164,2024-02-11,15,1,8.22,Credit Card,Online,,8.0,0.82
4813,186,2024-02-11,21,1,8.34,Cash,In-store,3.0,,0.0
4465,440,2024-02-11,15,2,2.34,Mobile Pay,In-store,4.0,,0.0
9919,405,2024-02-11,5,1,6.82,Cash,Online,,,0.0
6463,371,2024-02-11,6,1,5.16,Cash,In-store,2.0,3.0,0.52
1940,378,2024-02-11,15,2,8.69,Cash,In-store,3.0,,0.0
5469,378,2024-02-11,21,1,6.11,Mobile Pay,In-store,1.0,,0.0
5781,414,2024-02-11,5,1,6.17,Mobile Pay,Online,,,0.0
3709,687,2024-02-11,5,2,4.48,Credit Card,Online,,,0.0
4726,138,2024-02-11,6,1,4.22,Credit Card,In-store,3.0,,0.0
3357,403,2024-02-11,21,1,5.71,Cash,Online,,,0.0
6094,573,2024-02-11,21,2,2.39,Cash,Online,,10.0,0.48
6191,283,2024-02-11,21,1,4.75,Credit Card,Online,,,0.0
10636,186,2024-02-11,6,1,8.26,Cash,In-store,4.0,,0.0
5443,550,2024-02-11,15,1,2.36,Credit Card,Online,,,0.0
3825,482,2024-02-11,21,1,2.39,Cash,In-store,5.0,9.0,0.24
10193,207,2024-02-11,21,1,2.81,Cash,Online,,,0.0
6644,370,2024-02-11,15,1,5.27,Credit Card,In-store,3.0,,0.0
8526,626,2024-02-11,15,1,3.5,Credit Card,Online,,3.0,0.35
6576,359,2024-02-11,15,1,4.17,Cash,In-store,4.0,,0.0
6897,707,2024-02-11,6,1,1.87,Cash,In-store,4.0,,0.0
2224,383,2024-02-11,5,1,2.69,Mobile Pay,In-store,1.0,6.0,0.27
1324,491,2024-02-11,21,2,4.93,Mobile Pay,In-store,4.0,,0.0
9017,693,2024-02-11,6,1,7.61,Cash,Online,,,0.0
3708,650,2024-02-11,15,1,4.61,Cash,Online,,,0.0
9133,299,2024-02-11,15,1,3.36,Credit Card,Online,,,0.0
65,432,2024-02-11,5,1,1.77,Cash,In-store,3.0,,0.0
8170,488,2024-02-11,5,3,9.04,Mobile Pay,Online,,,0.0
1192,471,2024-02-11,21,1,5.75,Mobile Pay,In-store,3.0,,0.0
5329,320,2024-02-11,15,1,2.54,Cash,In-store,4.0,,0.25
4081,364,2024-02-11,6,2,9.21,Cash,Online,,,0.0
130,296,2024-02-11,21,1,2.0,Cash,In-store,5.0,3.0,0.2
7590,224,2024-02-11,15,1,5.29,Cash,Online,,,0.0
9495,644,2024-02-11,15,2,5.33,Cash,Online,,9.0,1.07
4921,146,2024-02-11,5,7,4.54,Mobile Pay,Online,,,0.0
752,426,2024-02-11,21,1,3.42,Credit Card,In-store,2.0,,0.0
3051,142,2024-02-11,21,1,5.05,Cash,In-store,5.0,,0.0
1261,160,2024-02-11,6,1,6.82,Cash,Online,,,0.0
1718,286,2024-02-11,6,1,7.08,Mobile Pay,Online,,,0.0
5414,376,2024-02-11,21,1,4.39,Mobile Pay,Online,,,0.0
8141,666,2024-02-11,21,1,2.35,Credit Card,Online,,,0.0
5114,698,2024-02-11,21,2,5.01,Cash,In-store,4.0,,0.0
7142,658,2024-02-11,5,1,6.42,Mobile Pay,Online,,,0.0
6504,443,2024-02-11,15,1,4.56,Mobile Pay,In-store,3.0,,0.0
420,406,2024-02-11,15,2,2.91,Credit Card,In-store,1.0,,0.0
7545,644,2024-02-12,21,1,4.71,Mobile Pay,Online,,,0.0
3049,499,2024-02-12,15,6,5.67,Credit Card,In-store,2.0,,0.0
361,371,2024-02-12,15,1,3.83,Mobile Pay,Online,,,0.0
6361,269,2024-02-12,5,1,2.88,Credit Card,In-store,5.0,,0.0
6643,121,2024-02-12,5,5,4.67,Mobile Pay,Online,,,0.0
9994,347,2024-02-12,15,1,8.56,Cash,In-store,4.0,,0.0
4046,287,2024-02-12,21,1,6.48,Mobile Pay,In-store,4.0,,0.0
7098,113,2024-02-12,21,1,4.92,Credit Card,Online,,,0.0
4662,398,2024-02-12,15,1,2.35,Mobile Pay,In-store,3.0,,0.0
9439,225,2024-02-12,15,1,4.09,Credit Card,In-store,2.0,,0.0
98,423,2024-02-12,5,1,5.65,Mobile Pay,Online,,,0.0
9630,456,2024-02-12,15,1,7.78,Cash,In-store,1.0,5.0,0.78
10943,333,2024-02-12,5,1,4.03,Cash,Online,,,0.0
